GEOID,NAME,geometry,population_estimate,pov_level_estimate,med_inc_estimate,population_moe,pov_level_moe,med_inc_moe,census_tract,counts
36081104700,"Census Tract 1047, Queens County, New York","list(list(c(-73.826575, -73.826477, -73.826253, -73.825831, -73.824331, -73.824284, -73.823547, -73.823313, -73.81931, -73.81453, -73.814859, -73.814943, -73.815053, -73.815488, -73.813171, -73.813227, -73.817293, -73.821897, -73.824669, -73.826558, -73.826566, -73.826575, 40.772345, 40.773116, 40.774521, 40.775915, 40.776743, 40.77699, 40.779036, 40.779579, 40.77926, 40.778888, 40.776486, 40.775862, 40.775066, 40.772948, 40.772765, 40.771573, 40.771478, 40.77082, 40.770407, 40.770137, 40.770642, 
40.772345)))",7009,7009,59973,1251,1251,22681,36081104700,4
36081052000,"Census Tract 520, Queens County, New York","list(list(c(-73.756519, -73.754711, -73.753488, -73.751968, -73.752876, -73.754669, -73.757406, -73.756519, 40.704064, 40.704538, 40.701823, 40.698449, 40.698212, 40.697747, 40.703835, 40.704064)))",1457,1437,75625,293,299,24120,36081052000,1
36005014900,"Census Tract 149, Bronx County, New York","list(list(c(-73.904506, -73.903435, -73.901856, -73.901212, -73.898453, -73.898999, -73.899449, -73.900742, -73.900252, -73.902275, -73.903731, -73.904506, 40.830625, 40.832216, 40.834622, 40.835498, 40.834721, 40.833892, 40.833218, 40.831269, 40.831195, 40.829637, 40.830382, 40.830625)))",4708,4489,24375,1184,1187,10698,36005014900,3
36047030300,"Census Tract 303, Kings County, New York","list(list(c(-73.922049, -73.921901, -73.921816, -73.919219, -73.916465, -73.913696, -73.913846, -73.91392, -73.914004, -73.916773, -73.919541, -73.922132, -73.922049, 40.674574, 40.676131, 40.677019, 40.676886, 40.676647, 40.676495, 40.674908, 40.67413, 40.67324, 40.67339, 40.673542, 40.673684, 40.674574)))",5007,4936,38308,587,588,13504,36047030300,1
36005040600,"Census Tract 406, Bronx County, New York","list(list(c(-73.860452, -73.860081, -73.859684, -73.858908, -73.85603, -73.853153, -73.854323, -73.855104, -73.857986, -73.860862, -73.860452, 40.887804, 40.888511, 40.889223, 40.890632, 40.889713, 40.8888, 40.886682, 40.885271, 40.886191, 40.887097, 40.887804)))",3997,3990,45982,677,678,7854,36005040600,5
36081005100,"Census Tract 51, Queens County, New York","list(list(c(-73.935798, -73.934632, -73.933345, -73.932152, -73.928956, -73.930299, -73.931252, -73.932022, -73.932791, -73.933561, -73.93504, -73.935798, 40.755796, 40.75694, 40.756239, 40.75771, 40.756213, 40.754548, 40.753375, 40.753787, 40.754195, 40.754604, 40.755391, 40.755796)))",2294,2294,70313,335,335,16871,36081005100,5
36005016200,"Census Tract 162, Bronx County, New York","list(list(c(-73.825294, -73.821482, -73.819884, -73.818322, -73.821676, -73.823579, -73.825294, 40.829689, 40.831573, 40.829688, 40.827835, 40.826202, 40.827867, 40.829689)))",1712,1524,85909,360,330,19994,36005016200,2
36081029500,"Census Tract 295, Queens County, New York","list(list(c(-73.909013, -73.908465, -73.907828, -73.907534, -73.906315, -73.904561, -73.904847, -73.905575, -73.905294, -73.905154, -73.904917, -73.905864, -73.910231, -73.909013, 40.75428, 40.755292, 40.756999, 40.758045, 40.759844, 40.759485, 40.757255, 40.757178, 40.755628, 40.754858, 40.753505, 40.753404, 40.752977, 40.75428)))",3962,3953,78185,611,610,3706,36081029500,2
36081004200,"Census Tract 42, Queens County, New York","list(list(c(-73.863787, -73.861364, -73.860486, -73.858727, -73.857867, -73.852801, -73.851979, -73.855353, -73.857907, -73.858786, -73.85966, -73.860531, -73.863349, -73.863787, 40.681114, 40.681803, 40.682052, 40.682553, 40.682805, 40.684253, 40.682564, 40.681607, 40.68088, 40.68063, 40.680383, 40.680135, 40.679352, 40.681114)))",4187,4136,69886,687,674,28831,36081004200,1
36005023000,"Census Tract 230, Bronx County, New York","list(list(c(-73.869209, -73.868235, -73.868609, -73.867801, -73.866142, -73.865651, -73.865221, -73.86304, -73.862789, -73.862509, -73.864244, -73.866343, -73.866947, -73.867714, -73.868355, -73.868374, -73.869209, 40.849239, 40.850913, 40.852088, 40.851589, 40.850536, 40.850335, 40.850178, 40.850611, 40.849238, 40.848362, 40.847981, 40.84759, 40.847502, 40.847279, 40.84708, 40.84897, 40.849239)))",2963,2963,51490,479,479,6864,36005023000,2
36047090200,"Census Tract 902, Kings County, New York","list(list(c(-73.917482, -73.917135, -73.914873, -73.914039, -73.913555, -73.91291, -73.912516, -73.913472, -73.914391, -73.916267, -73.917306, -73.917482, 40.669393, 40.669543, 40.670533, 40.670897, 40.669264, 40.666746, 40.665209, 40.665066, 40.66493, 40.664654, 40.668708, 40.669393)))",3509,3443,37557,1033,972,17150,36047090200,2
36047003000,"Census Tract 30, Kings County, New York","list(list(c(-74.030891, -74.030606, -74.030322, -74.029095, -74.029079, -74.026257, -74.026861, -74.027624, -74.028004, -74.028279, -74.028658, -74.031268, -74.030891, 40.638279, 40.638963, 40.639647, 40.640811, 40.641274, 40.640132, 40.639536, 40.638805, 40.638145, 40.637468, 40.636546, 40.637357, 40.638279)))",1736,1736,99511,288,288,32929,36047003000,1
36005021900,"Census Tract 219, Bronx County, New York","list(list(c(-73.922216, -73.92164, -73.921357, -73.919783, -73.917955, -73.916184, -73.917683, -73.918592, -73.919696, -73.920125, -73.922372, -73.922216, 40.837986, 40.838888, 40.840189, 40.840876, 40.843102, 40.842335, 40.840225, 40.838982, 40.837872, 40.837588, 40.836109, 40.837986)))",963,945,40587,228,226,15035,36005021900,5
36081133300,"Census Tract 1333, Queens County, New York","list(list(c(-73.788209, -73.786499, -73.783025, -73.779523, -73.775154, -73.773551, -73.772861, -73.770107, -73.771527, -73.774913, -73.777575, -73.779365, -73.781161, -73.78655, -73.788209, 40.731363, 40.731972, 40.733131, 40.734281, 40.735604, 40.736072, 40.736276, 40.731779, 40.731522, 40.730913, 40.730193, 40.729702, 40.729213, 40.727445, 40.731363)))",4115,4115,118562,720,720,8107,36081133300,2
36047054900,"Census Tract 549, Kings County, New York","list(list(c(-73.96905, -73.968861, -73.968469, -73.967731, -73.965781, -73.964462, -73.961421, -73.962035, -73.962292, -73.962414, -73.962573, -73.964185, -73.964027, -73.966949, -73.968524, -73.969612, -73.96905, 40.712482, 40.71265, 40.712999, 40.712595, 40.712861, 40.712459, 40.711349, 40.710362, 40.709921, 40.709352, 40.708535, 40.70872, 40.709534, 40.709865, 40.710046, 40.71016, 40.712482)))",4577,4536,122717,827,833,34109,36047054900,5
36047119200,"Census Tract 1192, Kings County, New York","list(list(c(-73.880609, -73.879279, -73.878379, -73.877429, -73.877339, -73.876565, -73.875588, -73.875275, -73.87896, -73.879882, -73.880199, -73.880505, -73.880609, 40.679111, 40.679487, 40.679742, 40.680017, 40.680055, 40.68018, 40.676189, 40.674918, 40.674384, 40.674255, 40.675525, 40.676766, 40.679111)))",3421,3421,85071,777,777,59465,36047119200,2
36047067800,"Census Tract 678, Kings County, New York","list(list(c(-73.924918, -73.924298, -73.921119, -73.920869, -73.920625, -73.923497, -73.924469, -73.92471, -73.924918, 40.627984, 40.628386, 40.628586, 40.626251, 40.623979, 40.623802, 40.623743, 40.62601, 40.627984)))",3312,3311,89844,565,567,19272,36047067800,1
36005043102,"Census Tract 431.02, Bronx County, New York","list(list(c(-73.878126, -73.875337, -73.874792, -73.874067, -73.871918, -73.87092, -73.870241, -73.870944, -73.872545, -73.873483, -73.874387, -73.875956, -73.876781, -73.878487, -73.878126, 40.882154, 40.881672, 40.880075, 40.880039, 40.880237, 40.880258, 40.88023, 40.878511, 40.878746, 40.878855, 40.879055, 40.879865, 40.880259, 40.881076, 40.882154)))",5008,4601,32759,671,650,3308,36005043102,5
36081012200,"Census Tract 122, Queens County, New York","list(list(c(-73.832596, -73.830886, -73.827972, -73.829668, -73.8313, -73.834066, -73.832596, 40.699482, 40.700009, 40.693992, 40.693517, 40.693058, 40.698695, 40.699482)))",3520,3504,85357,900,887,30008,36081012200,5
36081017400,"Census Tract 174, Queens County, New York","list(list(c(-73.816074, -73.810669, -73.80622, -73.805891, -73.805031, -73.805361, -73.809812, -73.815216, -73.816074, 40.680007, 40.681543, 40.682804, 40.682897, 40.681146, 40.68105, 40.679793, 40.678258, 40.680007)))",2483,2483,82300,416,416,25135,36081017400,1
36005022401,"Census Tract 224.01, Bronx County, New York","list(list(c(-73.869889, -73.868383, -73.867588, -73.867645, -73.867703, -73.86777, -73.867801, -73.868609, -73.869377, -73.869815, -73.869889, 40.855971, 40.857812, 40.85783, 40.856624, 40.854493, 40.852414, 40.851589, 40.852088, 40.854266, 40.855484, 40.855971)))",2517,2504,50262,384,386,14971,36005022401,3
36081032700,"Census Tract 327, Queens County, New York","list(list(c(-73.887327, -73.886397, -73.884536, -73.883897, -73.883507, -73.884439, -73.886298, -73.886685, -73.886965, -73.887327, 40.761118, 40.761216, 40.761414, 40.757877, 40.755755, 40.755657, 40.75546, 40.757586, 40.759133, 40.761118)))",3449,3405,55395,748,748,10136,36081032700,2
36047034200,"Census Tract 342, Kings County, New York","list(list(c(-74.002796, -74.000675, -73.998556, -73.997497, -73.99538, -73.992195, -73.991743, -73.992773, -73.994904, -73.997044, -73.998088, -74.00031, -74.002548, -74.002796, 40.574637, 40.574868, 40.575101, 40.575218, 40.575451, 40.575808, 40.57343, 40.573198, 40.572873, 40.572751, 40.572752, 40.572933, 40.573327, 40.574637)))",6615,6530,20469,1400,1376,4360,36047034200,6
36081079900,"Census Tract 799, Queens County, New York","list(list(c(-73.830609, -73.829436, -73.827656, -73.825844, -73.825986, -73.823256, -73.82334, -73.823843, -73.824262, -73.827414, -73.827294, -73.829301, -73.829418, -73.831422, -73.830609, 40.749026, 40.749205, 40.749861, 40.749348, 40.748311, 40.747528, 40.746652, 40.745097, 40.744421, 40.744735, 40.745436, 40.745633, 40.744932, 40.745127, 40.749026)))",3401,3383,46273,657,651,8869,36081079900,3
36005032400,"Census Tract 324, Bronx County, New York","list(list(c(-73.861756, -73.861707, -73.861645, -73.861562, -73.859613, -73.858712, -73.858061, -73.857353, -73.856638, -73.861791, -73.861756, 40.859645, 40.861242, 40.863106, 40.86555, 40.865512, 40.864252, 40.863042, 40.859712, 40.858119, 40.857983, 40.859645)))",3326,3286,23741,582,575,9767,36005032400,2
36047031500,"Census Tract 315, Kings County, New York","list(list(c(-73.953005, -73.952053, -73.949679, -73.946911, -73.947074, -73.947146, -73.94723, -73.950001, -73.952768, -73.952687, -73.952678, -73.953005, 40.678815, 40.678675, 40.678566, 40.678392, 40.676723, 40.675944, 40.675053, 40.675204, 40.675355, 40.676245, 40.677027, 40.678815)))",5348,5342,78851,696,697,17503,36047031500,4
36061006400,"Census Tract 64, New York County, New York","list(list(c(-73.984508, -73.984082, -73.983632, -73.983147, -73.982665, -73.980418, -73.978052, -73.978498, -73.978909, -73.979864, -73.980275, -73.982695, -73.984934, -73.984508, 40.736962, 40.737546, 40.738165, 40.738832, 40.739497, 40.73855, 40.737554, 40.736791, 40.736164, 40.734975, 40.73441, 40.735431, 40.736376, 40.736962)))",7415,7087,102312,1015,1007,11351,36061006400,3
36081136700,"Census Tract 1367, Queens County, New York","list(list(c(-73.767756, -73.765034, -73.76147, -73.756866, -73.756698, -73.755801, -73.754951, -73.754788, -73.753978, -73.753473, -73.757353, -73.758293, -73.763609, -73.764315, -73.765151, -73.766979, -73.767756, 40.74583, 40.746567, 40.747549, 40.749361, 40.749076, 40.747332, 40.745618, 40.745277, 40.743518, 40.742405, 40.741116, 40.74084, 40.739175, 40.740673, 40.742437, 40.744223, 40.74583)))",6585,6585,86470,1338,1338,16771,36081136700,3
36005020900,"Census Tract 209, Bronx County, New York","list(list(c(-73.917564, -73.917402, -73.916726, -73.914745, -73.913858, -73.913027, -73.911927, -73.912698, -73.913646, -73.914472, -73.915296, -73.916184, -73.917955, -73.917564, 40.843587, 40.845036, 40.84505, 40.844343, 40.843979, 40.843645, 40.843267, 40.84093, 40.841283, 40.84162, 40.841962, 40.842335, 40.843102, 40.843587)))",4997,4997,39489,733,733,13881,36005020900,4
36005021502,"Census Tract 215.02, Bronx County, New York","list(list(c(-73.920542, -73.919609, -73.918414, -73.917286, -73.916051, -73.915452, -73.914156, -73.912875, -73.913968, -73.914426, -73.915267, -73.917028, -73.917421, -73.919184, -73.919705, -73.921044, -73.920542, 40.846894, 40.847578, 40.848328, 40.849189, 40.850043, 40.850494, 40.849968, 40.850125, 40.848609, 40.847964, 40.846812, 40.846398, 40.846344, 40.846098, 40.846112, 40.84652, 40.846894)))",6772,6605,26176,934,899,12806,36005021502,6
36081114100,"Census Tract 1141, Queens County, New York","list(list(c(-73.801484, -73.800481, -73.798456, -73.797593, -73.797243, -73.795657, -73.795134, -73.793237, -73.793179, -73.793422, -73.793959, -73.799559, -73.799026, -73.798777, -73.800641, -73.801484, 40.771811, 40.772202, 40.773197, 40.773682, 40.773894, 40.773031, 40.772649, 40.770468, 40.770403, 40.7686, 40.764695, 40.765138, 40.769042, 40.770907, 40.771054, 40.771811)))",2491,2484,106705,376,373,37031,36081114100,1
36047079001,"Census Tract 790.01, Kings County, New York","list(list(c(-73.957637, -73.954525, -73.954281, -73.954043, -73.955638, -73.957637, 40.642689, 40.642887, 40.640589, 40.638878, 40.640504, 40.642689)))",1747,1747,97576,1090,1090,53148,36047079001,3
36047057300,"Census Tract 573, Kings County, New York","list(list(c(-73.952412, -73.950731, -73.949911, -73.946245, -73.946046, -73.945741, -73.945879, -73.947544, -73.948373, -73.950029, -73.950875, -73.952412, 40.728418, 40.728972, 40.729244, 40.730487, 40.729257, 40.727382, 40.727354, 40.726822, 40.726548, 40.725999, 40.725721, 40.728418)))",2545,2535,93036,322,323,55637,36047057300,3
36081065703,"Census Tract 657.03, Queens County, New York","list(list(c(-73.87909, -73.877186, -73.87722, -73.874402, -73.872392, -73.871694, -73.871618, -73.874325, -73.875478, -73.878292, -73.880207, -73.87909, 40.715537, 40.715622, 40.717226, 40.717575, 40.717831, 40.71426, 40.71329, 40.713196, 40.71312, 40.712831, 40.715244, 40.715537)))",3057,3057,103288,898,898,20528,36081065703,3
36047050401,"Census Tract 504.01, Kings County, New York","list(list(c(-73.976347, -73.972683, -73.97262, -73.972082, -73.971397, -73.973504, -73.974959, -73.975533, -73.976347, 40.65122, 40.652639, 40.650835, 40.650635, 40.648258, 40.647595, 40.647796, 40.649698, 40.65122)))",3171,3171,128443,404,404,38425,36047050401,1
36081003000,"Census Tract 30, Queens County, New York","list(list(c(-73.849132, -73.847733, -73.845967, -73.844995, -73.847051, -73.849562, -73.849132, 40.694506, 40.694775, 40.691166, 40.689162, 40.688586, 40.694422, 40.694506)))",1702,1679,79833,538,530,40797,36081003000,1
36081130100,"Census Tract 1301, Queens County, New York","list(list(c(-73.746738, -73.743065, -73.741676, -73.740159, -73.735881, -73.733773, -73.734362, -73.734736, -73.735265, -73.736192, -73.736317, -73.736481, -73.736594, -73.737155, -73.738402, -73.739049, -73.742421, -73.743764, -73.745556, -73.746674, -73.746738, 40.732583, 40.735465, 40.736827, 40.737169, 40.73808, 40.738899, 40.736175, 40.734783, 40.733454, 40.731366, 40.731043, 40.730657, 40.730356, 40.728732, 40.729012, 40.729165, 40.729919, 40.730227, 40.730637, 40.731953, 40.732583)))",4075,4075,87083,744,744,25794,36081130100,2
36047025700,"Census Tract 257, Kings County, New York","list(list(c(-73.950091, -73.947128, -73.944388, -73.944096, -73.943949, -73.946797, -73.946638, -73.946366, -73.949207, -73.9495, -73.949647, -73.949788, -73.950091, 40.699791, 40.700123, 40.700425, 40.698973, 40.698222, 40.697903, 40.69718, 40.695704, 40.695378, 40.696847, 40.697583, 40.69831, 40.699791)))",2584,2584,99821,483,483,32924,36047025700,6
36081016300,"Census Tract 163, Queens County, New York","list(list(c(-73.911764, -73.912611, -73.912397, -73.910684, -73.909885, -73.907794, -73.906315, -73.907534, -73.907828, -73.908465, -73.909013, -73.910231, -73.910451, -73.913542, -73.911764, 40.755573, 40.755971, 40.756236, 40.758319, 40.757946, 40.760518, 40.759844, 40.758045, 40.756999, 40.755292, 40.75428, 40.752977, 40.752961, 40.753469, 40.755573)))",3675,3675,30214,699,699,11423,36081016300,2
36005007800,"Census Tract 78, Bronx County, New York","list(list(c(-73.857323, -73.855977, -73.854744, -73.852934, -73.851224, -73.850632, -73.848749, -73.847261, -73.845255, -73.846999, -73.85003, -73.856151, -73.856328, -73.856491, -73.856656, -73.856822, -73.85699, -73.857157, -73.857323, 40.831822, 40.831831, 40.831477, 40.830932, 40.830414, 40.830233, 40.829651, 40.829313, 40.828463, 40.828, 40.827596, 40.82677, 40.827508, 40.828225, 40.828945, 40.829665, 40.830385, 40.831102, 40.831822)))",6301,6245,54615,773,743,10950,36005007800,6
36047120200,"Census Tract 1202, Kings County, New York","list(list(c(-73.868868, -73.868547, -73.866701, -73.864853, -73.863909, -73.862028, -73.861712, -73.861318, -73.861064, -73.861764, -73.864554, -73.867258, -73.869776, -73.868868, 40.677156, 40.677206, 40.67747, 40.67772, 40.67777, 40.677886, 40.676611, 40.675021, 40.674343, 40.674233, 40.675151, 40.676113, 40.677027, 40.677156)))",2160,2134,80170,372,380,39866,36047120200,1
36047025600,"Census Tract 256, Kings County, New York","list(list(c(-73.988688, -73.988066, -73.98586, -73.983668, -73.981438, -73.981748, -73.98266, -73.983222, -73.98545, -73.987651, -73.989851, -73.988688, 40.617249, 40.617852, 40.616522, 40.615185, 40.613838, 40.613554, 40.612693, 40.612122, 40.61347, 40.6148, 40.61613, 40.617249)))",3134,3125,52052,811,812,17367,36047025600,1
36047024100,"Census Tract 241, Kings County, New York","list(list(c(-73.956143, -73.955197, -73.953414, -73.952489, -73.952193, -73.951902, -73.951757, -73.951464, -73.955122, -73.95541, -73.955826, -73.956143, 40.694579, 40.694688, 40.694893, 40.695004, 40.693526, 40.692063, 40.69133, 40.689864, 40.689444, 40.690908, 40.692993, 40.694579)))",2876,2836,71000,660,664,14218,36047024100,2
36047036200,"Census Tract 362, Kings County, New York","list(list(c(-73.968074, -73.965815, -73.964008, -73.963106, -73.959801, -73.959663, -73.959633, -73.961441, -73.962364, -73.963279, -73.965095, -73.96638, -73.968535, -73.968074, 40.578313, 40.578808, 40.579187, 40.579377, 40.58008, 40.578366, 40.577993, 40.57761, 40.577411, 40.577212, 40.576827, 40.576551, 40.576291, 40.578313)))",3866,3852,53464,616,615,15434,36047036200,2
36005045101,"Census Tract 451.01, Bronx County, New York","list(list(c(-73.867447, -73.865092, -73.863483, -73.86222, -73.861335, -73.861113, -73.862875, -73.863559, -73.864917, -73.866917, -73.867195, -73.867447, 40.898953, 40.899206, 40.899373, 40.898816, 40.90019, 40.897589, 40.895154, 40.895377, 40.89575, 40.896083, 40.897592, 40.898953)))",1490,1480,54986,315,314,29084,36005045101,1
36081028900,"Census Tract 289, Queens County, New York","list(list(c(-73.893734, -73.892803, -73.890948, -73.890613, -73.890262, -73.891189, -73.890865, -73.890576, -73.890501, -73.891431, -73.892409, -73.892708, -73.893048, -73.893398, -73.893734, 40.754681, 40.754778, 40.754974, 40.753145, 40.7512, 40.751101, 40.749057, 40.747343, 40.746942, 40.746845, 40.747135, 40.748863, 40.750908, 40.752852, 40.754681)))",5631,5631,76424,1433,1433,16437,36081028900,10
36081032000,"Census Tract 320, Queens County, New York","list(list(c(-73.771448, -73.770957, -73.768591, -73.768305, -73.766754, -73.761871, -73.757631, -73.759106, -73.759328, -73.760868, -73.759821, -73.760074, -73.761181, -73.76175, -73.764388, -73.77383, -73.771448, 40.660635, 40.661198, 40.664018, 40.664468, 40.667433, 40.666929, 40.666451, 40.663674, 40.66357, 40.66146, 40.659349, 40.657844, 40.658014, 40.65633, 40.654558, 40.659651, 40.660635)))",5220,4674,76875,754,730,15660,36081032000,5
36005021501,"Census Tract 215.01, Bronx County, New York","list(list(c(-73.921345, -73.919371, -73.918948, -73.916447, -73.915975, -73.915452, -73.916051, -73.917286, -73.918414, -73.919609, -73.920542, -73.921345, 40.84718, 40.849621, 40.850182, 40.851905, 40.851325, 40.850494, 40.850043, 40.849189, 40.848328, 40.847578, 40.846894, 40.84718)))",4445,4240,36607,717,714,13529,36005021501,3
36047073600,"Census Tract 736, Kings County, New York","list(list(c(-73.939157, -73.937288, -73.935349, -73.933449, -73.933122, -73.9331, -73.93538, -73.936637, -73.937226, -73.939557, -73.939157, 40.6256, 40.625715, 40.625835, 40.625704, 40.622822, 40.622694, 40.621216, 40.622401, 40.622958, 40.625158, 40.6256)))",3186,3186,61292,538,538,17419,36047073600,2
36081047200,"Census Tract 472, Queens County, New York","list(list(c(-73.78499, -73.780361, -73.777385, -73.776801, -73.775511, -73.775197, -73.774248, -73.773571, -73.775715, -73.777123, -73.778001, -73.780589, -73.781234, -73.781527, -73.783141, -73.783798, -73.784346, -73.785053, -73.78499, 40.719972, 40.720527, 40.722442, 40.72176, 40.719094, 40.718461, 40.716517, 40.71512, 40.714598, 40.714262, 40.714051, 40.713428, 40.714541, 40.716191, 40.716434, 40.717918, 40.719676, 40.719584, 40.719972)))",3945,3613,100475,590,568,20597,36081047200,2
36081063200,"Census Tract 632, Queens County, New York","list(list(c(-73.743245, -73.741991, -73.738546, -73.739794, -73.740458, -73.735059, -73.736249, -73.744884, -73.743245, 40.678504, 40.680751, 40.679627, 40.677391, 40.676117, 40.67399, 40.672631, 40.675756, 40.678504)))",2596,2553,111667,388,390,24405,36081063200,4
36005024502,"Census Tract 245.02, Bronx County, New York","list(list(c(-73.91619, -73.915448, -73.910413, -73.911196, -73.912273, -73.913848, -73.914675, -73.915421, -73.915568, -73.91619, 40.854582, 40.856498, 40.855729, 40.854822, 40.853759, 40.853811, 40.853943, 40.854175, 40.854244, 40.854582)))",3848,3820,42396,685,684,27827,36005024502,3
36005038100,"Census Tract 381, Bronx County, New York","list(list(c(-73.902801, -73.902822, -73.90279, -73.901696, -73.901247, -73.900852, -73.900779, -73.899672, -73.898776, -73.899317, -73.900003, -73.900442, -73.900694, -73.900949, -73.902102, -73.903281, -73.902801, 40.850066, 40.850733, 40.851799, 40.853142, 40.854477, 40.855937, 40.856047, 40.855669, 40.855364, 40.85407, 40.852517, 40.851077, 40.850253, 40.848425, 40.848319, 40.848692, 40.850066)))",7707,7697,38937,1212,1215,11948,36005038100,8
36047003300,"Census Tract 33, Kings County, New York","list(list(c(-73.98136, -73.978624, -73.977098, -73.975106, -73.974616, -73.97559, -73.976545, -73.979363, -73.980559, -73.98087, -73.983506, -73.98136, 40.689928, 40.689831, 40.689773, 40.689698, 40.687191, 40.687086, 40.686994, 40.686682, 40.688351, 40.688866, 40.689921, 40.689928)))",4630,4563,126101,581,580,38204,36047003300,6
36047021500,"Census Tract 215, Kings County, New York","list(list(c(-73.967191, -73.966942, -73.962954, -73.963331, -73.963183, -73.960074, -73.960709, -73.961338, -73.962622, -73.966297, -73.967486, -73.967191, 40.673694, 40.674416, 40.67359, 40.675561, 40.675529, 40.674878, 40.673122, 40.671352, 40.671629, 40.672677, 40.672878, 40.673694)))",6271,6271,104796,800,800,34524,36047021500,3
36047039000,"Census Tract 390, Kings County, New York","list(list(c(-73.967376, -73.965076, -73.964638, -73.960845, -73.96068, -73.965129, -73.966519, -73.966924, -73.967376, 40.595461, 40.595716, 40.593328, 40.593743, 40.591598, 40.591108, 40.590953, 40.593074, 40.595461)))",2592,2592,69408,481,481,5861,36047039000,2
36081010200,"Census Tract 102, Queens County, New York","list(list(c(-73.82633, -73.824699, -73.825555, -73.823901, -73.822219, -73.821357, -73.8205, -73.819225, -73.820098, -73.824673, -73.825406, -73.82633, 40.679084, 40.679545, 40.681294, 40.68176, 40.680251, 40.680497, 40.678749, 40.676133, 40.676276, 40.677031, 40.677147, 40.679084)))",2836,2833,92096,501,502,12520,36081010200,2
36061024200,"Census Tract 242, New York County, New York","list(list(c(-73.937636, -73.935819, -73.93424, -73.932605, -73.932477, -73.931801, -73.928225, -73.929983, -73.93073, -73.931773, -73.934062, -73.93631, -73.935326, -73.938544, -73.937636, 40.806975, 40.809503, 40.810846, 40.811517, 40.808864, 40.807876, 40.80385, 40.802985, 40.802427, 40.800979, 40.802077, 40.803024, 40.804371, 40.80573, 40.806975)))",5513,5500,37115,972,973,5579,36061024200,1
36047078801,"Census Tract 788.01, Kings County, New York","list(list(c(-73.952133, -73.951158, -73.950167, -73.948265, -73.948015, -73.949919, -73.951101, -73.9536, -73.952133, 40.638423, 40.638428, 40.638491, 40.638607, 40.636267, 40.636152, 40.636073, 40.638422, 40.638423)))",2208,2150,51838,432,430,9935,36047078801,2
36061019600,"Census Tract 196, New York County, New York","list(list(c(-73.940908, -73.939989, -73.938544, -73.935326, -73.93631, -73.937228, -73.938144, -73.938603, -73.940207, -73.941825, -73.940908, 40.802499, 40.803756, 40.80573, 40.804371, 40.803024, 40.801769, 40.80051, 40.799883, 40.800557, 40.80124, 40.802499)))",3910,3619,20093,721,709,4455,36061019600,4
36081044400,"Census Tract 444, Queens County, New York","list(list(c(-73.794895, -73.792526, -73.791463, -73.790796, -73.78975, -73.78957, -73.78804, -73.787719, -73.785562, -73.78429, -73.78237, -73.779048, -73.778676, -73.776055, -73.774892, -73.773139, -73.771736, -73.771151, -73.768445, -73.77356, -73.775139, -73.775633, -73.775037, -73.772308, -73.773957, -73.77691, -73.777842, -73.780345, -73.782566, -73.784849, -73.78598, -73.789664, -73.791156, -73.792368, -73.793792, -73.794895, 40.705461, 40.70636, 40.706678, 40.70687, 40.707171, 40.707222, 40.707571, 
40.707661, 40.707936, 40.707931, 40.708076, 40.70871, 40.708779, 40.709105, 40.709419, 40.709923, 40.710313, 40.710212, 40.709637, 40.707877, 40.706884, 40.705346, 40.705233, 40.700572, 40.699806, 40.702525, 40.703217, 40.705412, 40.705425, 40.704586, 40.704187, 40.70304, 40.702294, 40.702121, 40.704032, 40.705461)))",4405,4387,49911,900,903,22695,36081044400,2
36005022901,"Census Tract 229.01, Bronx County, New York","list(list(c(-73.910743, -73.909462, -73.908632, -73.907487, -73.906323, -73.905522, -73.904621, -73.904851, -73.906653, -73.907548, -73.909361, -73.911143, -73.910743, 40.845459, 40.846401, 40.846965, 40.847804, 40.847579, 40.847488, 40.847392, 40.844726, 40.844849, 40.844908, 40.845006, 40.845063, 40.845459)))",5530,5516,41317,644,643,13157,36005022901,2
36047049500,"Census Tract 495, Kings County, New York","list(list(c(-73.945949, -73.944265, -73.942583, -73.941713, -73.941041, -73.940688, -73.940423, -73.942105, -73.943788, -73.945475, -73.945596, -73.945949, 40.713638, 40.713796, 40.713955, 40.714007, 40.712666, 40.711962, 40.711218, 40.71106, 40.710901, 40.71074, 40.711481, 40.713638)))",2546,2522,89375,391,390,16346,36047049500,6
36047088600,"Census Tract 886, Kings County, New York","list(list(c(-73.923599, -73.921404, -73.923216, -73.920909, -73.920082, -73.919089, -73.91727, -73.918147, -73.918863, -73.919578, -73.921776, -73.923599, 40.656053, 40.657481, 40.659107, 40.660599, 40.659858, 40.658966, 40.657333, 40.656766, 40.656305, 40.655842, 40.654424, 40.656053)))",4078,4041,42344,915,915,17171,36047088600,1
36047056400,"Census Tract 564, Kings County, New York","list(list(c(-73.946059, -73.945132, -73.945598, -73.944672, -73.943641, -73.943547, -73.942312, -73.941547, -73.941168, -73.940508, -73.93921, -73.939916, -73.940842, -73.941771, -73.942769, -73.943766, -73.94562, -73.946059, 40.607082, 40.607183, 40.609643, 40.609743, 40.609859, 40.609346, 40.608269, 40.607582, 40.607244, 40.606642, 40.605479, 40.605386, 40.605285, 40.605183, 40.605073, 40.604961, 40.604759, 40.607082)))",2735,2726,78409,391,389,13372,36047056400,2
