GEOID,NAME,geometry,population_estimate,pov_level_estimate,med_inc_estimate,population_moe,pov_level_moe,med_inc_moe,census_tract,counts
36061001402,"Census Tract 14.02, New York County, New York","list(list(c(-73.987879, -73.98736, -73.986752, -73.985074, -73.983395, -73.985013, -73.986721, -73.988367, -73.987879, 40.717409, 40.71837, 40.719593, 40.719083, 40.718571, 40.715438, 40.715952, 40.716446, 40.717409)))",3133,3132,33793,607,608,26727,36061001402,3
36081059100,"Census Tract 591, Queens County, New York","list(list(c(-73.913435, -73.912291, -73.911179, -73.909963, -73.909222, -73.908481, -73.907741, -73.907, -73.906257, -73.907477, -73.908579, -73.907836, -73.908989, -73.90973, -73.910471, -73.911952, -73.912694, -73.913435, 40.70766, 40.708782, 40.709868, 40.711057, 40.710621, 40.710183, 40.709744, 40.709306, 40.708867, 40.707677, 40.706598, 40.70616, 40.705032, 40.705471, 40.705908, 40.706784, 40.707223, 40.70766)))",5735,5735,68364,817,817,7021,36081059100,2
36047009402,"Census Tract 94.02, Kings County, New York","list(list(c(-74.00196, -74.00138, -74.000798, -74.000213, -73.998011, -73.999176, -73.999757, -74.000341, -74.002545, -74.00196, 40.642799, 40.643357, 40.643918, 40.644477, 40.643147, 40.642026, 40.641467, 40.640905, 40.642236, 40.642799)))",2970,2969,63344,593,593,20224,36047009402,1
36085012200,"Census Tract 122, Richmond County, New York","list(list(c(-74.11911, -74.117587, -74.117021, -74.114818, -74.113673, -74.11221, -74.108795, -74.10711, -74.104959, -74.10369, -74.106991, -74.109762, -74.116316, -74.119786, -74.11911, 40.576157, 40.577581, 40.578197, 40.579177, 40.580314, 40.581267, 40.579438, 40.578536, 40.5771, 40.576505, 40.57322, 40.570468, 40.573951, 40.575815, 40.576157)))",3976,3975,93777,740,739,17281,36085012200,4
36047051300,"Census Tract 513, Kings County, New York","list(list(c(-73.956624, -73.955476, -73.955036, -73.95434, -73.953485, -73.95291, -73.951624, -73.949372, -73.949131, -73.948892, -73.948655, -73.950875, -73.95083, -73.95236, -73.955175, -73.955498, -73.956624, 40.710384, 40.712266, 40.712915, 40.714072, 40.714069, 40.714061, 40.714066, 40.714067, 40.712612, 40.711168, 40.709725, 40.709513, 40.709143, 40.709716, 40.710465, 40.709949, 40.710384)))",5825,5825,121607,765,765,15704,36047051300,12
36047035400,"Census Tract 354, Kings County, New York","list(list(c(-73.976549, -73.976271, -73.974686, -73.974498, -73.974618, -73.974638, -73.970846, -73.969063, -73.966614, -73.966777, -73.966894, -73.967335, -73.971134, -73.971834, -73.972123, -73.972818, -73.973028, -73.973451, -73.976619, -73.976549, 40.575988, 40.579821, 40.579977, 40.581874, 40.582786, 40.583114, 40.58382, 40.584, 40.584575, 40.583904, 40.583348, 40.581515, 40.582019, 40.579805, 40.578889, 40.576699, 40.57605, 40.574799, 40.575301, 40.575988)))",6315,6315,52143,875,875,14011,36047035400,2
36005020000,"Census Tract 200, Bronx County, New York","list(list(c(-73.849992, -73.848546, -73.848069, -73.846235, -73.847347, -73.847885, -73.84657, -73.84542, -73.844929, -73.84494, -73.844671, -73.84491, -73.841505, -73.842041, -73.843611, -73.844581, -73.846479, -73.847798, -73.848986, -73.850523, -73.849992, 40.842852, 40.843007, 40.843072, 40.84449, 40.845503, 40.845989, 40.847068, 40.84854, 40.850144, 40.84821, 40.845935, 40.845427, 40.841016, 40.840646, 40.839348, 40.838536, 40.839809, 40.840697, 40.8416, 40.84279, 40.842852)))",5147,5147,41250,664,664,4996,36005020000,11
36047021700,"Census Tract 217, Kings County, New York","list(list(c(-73.960709, -73.960074, -73.956703, -73.957021, -73.957339, -73.957974, -73.959047, -73.961338, -73.960709, 40.673122, 40.674878, 40.674171, 40.673294, 40.672414, 40.670657, 40.670882, 40.671352, 40.673122)))",3493,3493,70625,553,553,26428,36047021700,4
36005006900,"Census Tract 69, Bronx County, New York","list(list(c(-73.91937, -73.918337, -73.916773, -73.916216, -73.914506, -73.911745, -73.91352, -73.914264, -73.915902, -73.917713, -73.917417, -73.919178, -73.92034, -73.91937, 40.822718, 40.823385, 40.824387, 40.823468, 40.822942, 40.822107, 40.819542, 40.819747, 40.820175, 40.820647, 40.821277, 40.82177, 40.822095, 40.822718)))",7255,7249,32887,1030,1033,16998,36005006900,5
36005027300,"Census Tract 273, Bronx County, New York","list(list(c(-73.906162, -73.904708, -73.903946, -73.903131, -73.902646, -73.900612, -73.89958, -73.900054, -73.901375, -73.901748, -73.902146, -73.90242, -73.90265, -73.903794, -73.904397, -73.904459, -73.904662, -73.905714, -73.906162, 40.873243, 40.876562, 40.876258, 40.875842, 40.876584, 40.877307, 40.876608, 40.876184, 40.874826, 40.873675, 40.872502, 40.871106, 40.870585, 40.869617, 40.870348, 40.872423, 40.872645, 40.873138, 40.873243)))",7798,7583,48459,1188,1191,13824,36005027300,3
36047025300,"Census Tract 253, Kings County, New York","list(list(c(-73.952489, -73.949207, -73.94906, -73.948914, -73.948622, -73.948331, -73.948185, -73.951464, -73.951757, -73.951902, -73.952193, -73.952489, 40.695004, 40.695378, 40.694637, 40.693905, 40.69244, 40.690974, 40.690242, 40.689864, 40.69133, 40.692063, 40.693526, 40.695004)))",4003,4003,79583,815,815,15655,36047025300,2
36085002100,"Census Tract 21, Richmond County, New York","list(list(c(-74.084962, -74.083033, -74.081139, -74.079725, -74.081731, -74.081407, -74.079365, -74.077982, -74.078132, -74.077899, -74.07684, -74.072575, -74.0693147000503, -74.0681980704587, -74.068168165999, -74.067741922667, -74.072322, -74.072687, -74.073505, -74.075647, -74.078166, -74.07997, -74.082773, -74.08525, -74.084962, 40.624625, 40.627372, 40.627326, 40.628951, 40.630012, 40.630301, 40.632225, 40.637864, 40.638172, 40.638094, 40.63775, 40.637972, 40.6380355340503, 40.6288182933059, 
40.6285714463599, 40.6250530124618, 40.624863, 40.626845, 40.626876, 40.626664, 40.626466, 40.624483, 40.623588, 40.622801, 40.624625)))",4854,4840,61500,810,808,21222,36085002100,17
36005007700,"Census Tract 77, Bronx County, New York","list(list(c(-73.905659, -73.904897, -73.903793, -73.901292, -73.901602, -73.905313, -73.906997, -73.905659, 40.821557, 40.821371, 40.821091, 40.820475, 40.819695, 40.817925, 40.81834, 40.821557)))",2165,2161,48333,536,531,14767,36005007700,3
36081093401,"Census Tract 934.01, Queens County, New York","list(list(c(-73.854937, -73.840704, -73.838752, -73.839354, -73.84615, -73.845086, -73.844005, -73.843049, -73.84175, -73.8414012986091, -73.8438041606755, -73.8470497674191, -73.847645, -73.848809, -73.849908, -73.85219, -73.854937, 40.585974, 40.586087, 40.582629, 40.581857, 40.581753, 40.581402, 40.579514, 40.577856, 40.575606, 40.5747632257937, 40.573925618894, 40.572794242008, 40.573612, 40.575636, 40.577536, 40.581547, 40.585974)))",4094,3920,92847,792,792,14656,36081093401,2
36047077000,"Census Tract 770, Kings County, New York","list(list(c(-73.9584, -73.957433, -73.956566, -73.953743, -73.9536, -73.951101, -73.949449, -73.951059, -73.95201, -73.952462, -73.956241, -73.958198, -73.9584, 40.636327, 40.636793, 40.637206, 40.638566, 40.638422, 40.636073, 40.634508, 40.633635, 40.633531, 40.635922, 40.635509, 40.635289, 40.636327)))",2583,2389,88482,662,643,36311,36047077000,4
36081067900,"Census Tract 679, Queens County, New York","list(list(c(-73.874708, -73.873242, -73.871429, -73.871133, -73.871018, -73.870632, -73.870211, -73.869699, -73.869293, -73.867285, -73.865476, -73.867969, -73.869869, -73.871353, -73.872802, -73.873366, -73.874708, 40.72709, 40.727912, 40.729248, 40.728372, 40.727979, 40.727059, 40.726187, 40.725146, 40.724436, 40.722257, 40.720281, 40.719268, 40.721638, 40.723493, 40.725304, 40.725997, 40.72709)))",4812,4411,62266,557,524,17738,36081067900,5
36047026100,"Census Tract 261, Kings County, New York","list(list(c(-73.948914, -73.946078, -73.943243, -73.9431, -73.942951, -73.942662, -73.942516, -73.948185, -73.948331, -73.948622, -73.948914, 40.693905, 40.69423, 40.694558, 40.693823, 40.693091, 40.691624, 40.690892, 40.690242, 40.690974, 40.69244, 40.693905)))",5358,5353,65957,679,677,19317,36047026100,5
36081026300,"Census Tract 263, Queens County, New York","list(list(c(-73.898942, -73.898616, -73.897917, -73.897577, -73.896359, -73.895659, -73.894447, -73.895025, -73.894765, -73.89501, -73.895653, -73.896139, -73.896453, -73.896586, -73.897536, -73.900029, -73.898942, 40.746237, 40.746937, 40.748494, 40.7493, 40.74877, 40.748473, 40.746535, 40.74647, 40.744739, 40.744239, 40.742684, 40.742795, 40.742861, 40.742903, 40.743122, 40.743762, 40.746237)))",5360,5360,75335,1096,1096,23753,36081026300,4
36085013204,"Census Tract 132.04, Richmond County, New York","list(list(c(-74.138036, -74.135749, -74.134808, -74.1317, -74.130471, -74.12942, -74.126472, -74.126971, -74.126729, -74.120052, -74.121922, -74.124276, -74.127301, -74.128117, -74.130459, -74.133184, -74.134988, -74.137431, -74.138851, -74.138036, 40.557691, 40.55885, 40.560799, 40.564536, 40.564972, 40.565721, 40.565317, 40.56457, 40.56443, 40.560394, 40.559459, 40.559592, 40.557295, 40.556535, 40.554417, 40.552344, 40.553811, 40.555818, 40.556951, 40.557691)))",5246,5246,97752,477,477,14597,36085013204,5
36081051700,"Census Tract 517, Queens County, New York","list(list(c(-73.90707, -73.904395, -73.898613, -73.894974, -73.894678, -73.894113, -73.894268, -73.895824, -73.900106, -73.900577, -73.901812, -73.904571, -73.904288, -73.904206, -73.906028, -73.90741, -73.90707, 40.727466, 40.726357, 40.72574, 40.725407, 40.724999, 40.723214, 40.723142, 40.723899, 40.723296, 40.723186, 40.722802, 40.723009, 40.725072, 40.725763, 40.726413, 40.727209, 40.727466)))",1816,1816,98015,404,404,40061,36081051700,4
36081040902,"Census Tract 409.02, Queens County, New York","list(list(c(-73.870695, -73.869802, -73.868906, -73.868206, -73.867145, -73.866649, -73.866557, -73.868458, -73.869947, -73.870695, 40.753564, 40.753751, 40.753942, 40.752261, 40.750466, 40.74962, 40.749464, 40.749264, 40.751794, 40.753564)))",3640,3612,57763,972,965,16460,36081040902,1
36085009601,"Census Tract 96.01, Richmond County, New York","list(list(c(-74.094276, -74.093755, -74.093364, -74.091783, -74.091779, -74.09154, -74.089476, -74.086185, -74.084328, -74.082188, -74.081203, -74.082288, -74.084965, -74.085875, -74.087389, -74.087847, -74.088365, -74.093026, -74.093766, -74.097221, -74.094276, 40.596449, 40.596745, 40.597033, 40.598719, 40.599239, 40.599456, 40.600904, 40.601345, 40.601872, 40.601941, 40.600446, 40.598402, 40.59733, 40.59589, 40.59219, 40.59136, 40.590752, 40.593167, 40.59355, 40.595365, 40.596449)))",4673,4507,101625,675,679,16127,36085009601,3
36081062900,"Census Tract 629, Queens County, New York","list(list(c(-73.888862, -73.887401, -73.88607, -73.883747, -73.880498, -73.879167, -73.877335, -73.876398, -73.876228, -73.881054, -73.882697, -73.885842, -73.887713, -73.888189, -73.888823, -73.888862, 40.701276, 40.701401, 40.701508, 40.701705, 40.701969, 40.702076, 40.702222, 40.702294, 40.701727, 40.699774, 40.700718, 40.699965, 40.699678, 40.69886, 40.699506, 40.701276)))",3494,3491,86309,476,476,1080,36081062900,3
36047019200,"Census Tract 192, Kings County, New York","list(list(c(-74.001931, -74.001677, -74.001349, -74.000142, -73.999561, -73.997359, -73.996115, -73.996336, -73.996788, -73.996878, -73.997017, -73.997241, -73.998117, -74.000314, -74.002515, -74.001931, 40.629033, 40.629315, 40.629598, 40.630756, 40.631315, 40.629986, 40.629232, 40.628445, 40.626826, 40.62653, 40.626062, 40.625289, 40.625816, 40.627145, 40.628475, 40.629033)))",2876,2870,52885,615,616,21831,36047019200,4
36081055900,"Census Tract 559, Queens County, New York","list(list(c(-73.905043, -73.901219, -73.900503, -73.898886, -73.90003, -73.901291, -73.901241, -73.902073, -73.904288, -73.905043, 40.693704, 40.697171, 40.696739, 40.69539, 40.693437, 40.692303, 40.691438, 40.691999, 40.693278, 40.693704)))",1149,1149,71324,273,273,6486,36081055900,1
36061013300,"Census Tract 133, New York County, New York","list(list(c(-73.991333, -73.990876, -73.990422, -73.989964, -73.987122, -73.984283, -73.984734, -73.985192, -73.985647, -73.986104, -73.987594, -73.988947, -73.991788, -73.991333, 40.76531, 40.765934, 40.766561, 40.767188, 40.765989, 40.764792, 40.76417, 40.763543, 40.762915, 40.76229, 40.762916, 40.763486, 40.764684, 40.76531)))",6471,6471,84772,802,802,21833,36061013300,2
36005022902,"Census Tract 229.02, Bronx County, New York","list(list(c(-73.909463, -73.909361, -73.907548, -73.906653, -73.904851, -73.904937, -73.905, -73.907744, -73.90863, -73.909547, -73.909463, 40.843779, 40.845006, 40.844908, 40.844849, 40.844726, 40.843375, 40.842535, 40.842703, 40.843009, 40.843045, 40.843779)))",3710,3700,46576,823,823,20613,36005022902,5
36081048500,"Census Tract 485, Queens County, New York","list(list(c(-73.894685, -73.890887, -73.890278, -73.887511, -73.885726, -73.884615, -73.882829, -73.882943, -73.881004, -73.880278, -73.880237, -73.87932, -73.879107, -73.878487, -73.877431, -73.881785, -73.882613, -73.887253, -73.887694, -73.889669, -73.890254, -73.892208, -73.894685, 40.740233, 40.740687, 40.74076, 40.741083, 40.741289, 40.740433, 40.740992, 40.74161, 40.741841, 40.741297, 40.741199, 40.740602, 40.740445, 40.739934, 40.738601, 40.737807, 40.737952, 40.738836, 40.738905, 40.739302, 
40.739391, 40.739756, 40.740233)))",4255,4255,62434,667,667,16367,36081048500,2
36081042400,"Census Tract 424, Queens County, New York","list(list(c(-73.777836, -73.776598, -73.776226, -73.77487, -73.773957, -73.772308, -73.770877, -73.769294, -73.765214, -73.765394, -73.7662, -73.768134, -73.769631, -73.772119, -73.777281, -73.777836, 40.694321, 40.695969, 40.696607, 40.698418, 40.699806, 40.700572, 40.698301, 40.69665, 40.692789, 40.692065, 40.692183, 40.692455, 40.692681, 40.693029, 40.692114, 40.694321)))",2491,2410,72750,417,419,29154,36081042400,1
36047082600,"Census Tract 826, Kings County, New York","list(list(c(-73.95205, -73.949152, -73.947241, -73.94626, -73.946073, -73.945988, -73.945869, -73.94779, -73.948761, -73.951652, -73.951785, -73.951854, -73.95205, 40.646771, 40.646886, 40.646964, 40.647006, 40.645312, 40.644534, 40.643424, 40.643305, 40.643245, 40.643066, 40.644305, 40.644954, 40.646771)))",4923,4905,65866,765,764,9047,36047082600,5
36047072600,"Census Tract 726, Kings County, New York","list(list(c(-73.937267, -73.934395, -73.933427, -73.9325, -73.931531, -73.931273, -73.930312, -73.93027, -73.930054, -73.931025, -73.931983, -73.932455, -73.9358, -73.936767, -73.937013, -73.937267, 40.634651, 40.634827, 40.634884, 40.634947, 40.635006, 40.632666, 40.632726, 40.632313, 40.630389, 40.630329, 40.630269, 40.63024, 40.630032, 40.629973, 40.632304, 40.634651)))",2392,2392,89814,673,673,29548,36047072600,1
36061022800,"Census Tract 228, New York County, New York","list(list(c(-73.946055, -73.945141, -73.942299, -73.939457, -73.939909, -73.940369, -73.940855, -73.941347, -73.944193, -73.947034, -73.946055, 40.817175, 40.818424, 40.817226, 40.816027, 40.815404, 40.814774, 40.814106, 40.813438, 40.814634, 40.81583, 40.817175)))",6185,6154,77701,814,811,11403,36061022800,1
36047028700,"Census Tract 287, Kings County, New York","list(list(c(-73.938177, -73.93676, -73.935222, -73.933118, -73.931929, -73.931458, -73.931345, -73.937195, -73.937342, -73.937484, -73.937631, -73.937792, -73.938177, 40.698641, 40.697831, 40.696986, 40.695791, 40.695115, 40.694855, 40.694422, 40.693752, 40.694485, 40.695219, 40.695951, 40.69669, 40.698641)))",3488,3486,57321,544,545,32602,36047028700,3
36081124100,"Census Tract 1241, Queens County, New York","list(list(c(-73.80717, -73.805222, -73.803216, -73.803235, -73.803163, -73.802262, -73.798658, -73.798784, -73.798672, -73.798416, -73.800259, -73.800015, -73.799716, -73.799332, -73.800194, -73.801997, -73.804529, -73.804668, -73.80488, -73.806521, -73.806785, -73.806912, -73.80717, 40.728269, 40.728484, 40.728713, 40.730484, 40.7316, 40.731569, 40.731428, 40.729409, 40.728796, 40.727447, 40.72755, 40.726287, 40.724717, 40.723235, 40.72294, 40.722323, 40.721466, 40.722915, 40.725056, 40.724873, 
40.726232, 40.726913, 40.728269)))",3978,3971,81250,684,684,10063,36081124100,5
36085022601,"Census Tract 226.01, Richmond County, New York","list(list(c(-74.224496, -74.223617, -74.224137, -74.22453, -74.223469, -74.22065, -74.220091, -74.219297, -74.217769, -74.217678, -74.2178, -74.218315, -74.217756, -74.216846, -74.21661, -74.21556, -74.214098, -74.213546, -74.217356, -74.223102, -74.223735, -74.225058, -74.224496, 40.523253, 40.526292, 40.532292, 40.537029, 40.543571, 40.548605, 40.547162, 40.545053, 40.541126, 40.540131, 40.53775, 40.535312, 40.531449, 40.528642, 40.528178, 40.523968, 40.524098, 40.521235, 40.52093, 40.518341, 40.518203, 
40.520435, 40.523253)))",6946,6934,126364,913,911,51712,36085022601,3
36061010601,"Census Tract 106.01, New York County, New York","list(list(c(-73.963871, -73.963412, -73.962925, -73.962432, -73.961966, -73.959722, -73.958934, -73.958719, -73.958478, -73.955527, -73.958614, -73.961565, -73.961773, -73.9621, -73.964325, -73.963871, 40.757008, 40.757637, 40.758309, 40.758981, 40.759619, 40.758663, 40.758335, 40.75864, 40.75854, 40.757243, 40.753848, 40.755208, 40.755284, 40.755455, 40.756381, 40.757008)))",7632,7632,243082,1431,1431,54350,36061010601,1
36081126700,"Census Tract 1267, Queens County, New York","list(list(c(-73.808605, -73.803973, -73.802693, -73.799001, -73.800194, -73.799332, -73.798472, -73.796752, -73.795883, -73.791745, -73.790509, -73.790402, -73.790708, -73.79279, -73.795648, -73.798055, -73.798096, -73.801922, -73.803178, -73.807844, -73.808605, 40.718415, 40.719288, 40.719514, 40.720145, 40.72294, 40.723235, 40.72353, 40.724117, 40.724415, 40.725776, 40.723471, 40.720095, 40.719269, 40.719078, 40.718134, 40.717431, 40.717543, 40.71655, 40.716351, 40.716, 40.718415)))",4821,2667,78750,658,425,31659,36081126700,2
36047021200,"Census Tract 212, Kings County, New York","list(list(c(-74.009224, -74.008456, -74.007739, -74.007023, -74.004137, -74.001931, -74.002515, -74.003099, -74.00435, -74.006554, -74.008754, -74.010004, -74.009224, 40.630634, 40.63115, 40.63163, 40.63211, 40.630364, 40.629033, 40.628475, 40.627916, 40.626711, 40.62804, 40.629371, 40.630113, 40.630634)))",4328,4309,58385,782,770,13099,36047021200,2
36061022200,"Census Tract 222, New York County, New York","list(list(c(-73.95068, -73.947839, -73.944994, -73.9469, -73.94974, -73.952585, -73.95068, 40.810843, 40.809641, 40.808446, 40.805839, 40.80704, 40.808238, 40.810843)))",3645,3616,61125,584,583,31651,36061022200,1
36005017701,"Census Tract 177.01, Bronx County, New York","list(list(c(-73.9129, -73.912057, -73.910342, -73.909574, -73.908691, -73.909621, -73.91049, -73.911384, -73.912395, -73.911285, -73.913844, -73.9129, 40.835297, 40.835013, 40.834431, 40.834188, 40.833938, 40.832281, 40.830737, 40.830988, 40.830936, 40.832829, 40.833694, 40.835297)))",4554,4158,33428,749,698,19306,36005017701,6
36047053200,"Census Tract 532, Kings County, New York","list(list(c(-73.962298, -73.961369, -73.960408, -73.959956, -73.958994, -73.958088, -73.96094, -73.961393, -73.961846, -73.962298, 40.629961, 40.63006, 40.63017, 40.627778, 40.627886, 40.623105, 40.622791, 40.625179, 40.627571, 40.629961)))",2759,2759,65603,363,363,19524,36047053200,6
36047022400,"Census Tract 224, Kings County, New York","list(list(c(-73.992644, -73.991929, -73.991213, -73.990497, -73.988494, -73.989077, -73.986876, -73.987455, -73.988039, -73.98862, -73.989206, -73.991408, -73.994077, -73.992644, 40.641728, 40.642205, 40.642686, 40.643164, 40.641956, 40.641396, 40.640069, 40.639505, 40.638947, 40.638385, 40.637824, 40.639156, 40.64077, 40.641728)))",5479,5479,44677,1234,1234,14096,36047022400,2
36085007400,"Census Tract 74, Richmond County, New York","list(list(c(-74.07044, -74.065184, -74.063759, -74.060451, -74.0590625288111, -74.059184, -74.0641090823883, -74.064956, -74.065829, -74.066626, -74.067167, -74.067952, -74.068146, -74.07044, 40.596735, 40.598467, 40.598935, 40.594975, 40.5937060090474, 40.593502, 40.5883580250611, 40.58901, 40.590059, 40.590342, 40.590866, 40.592083, 40.592456, 40.596735)))",4998,4998,68264,631,631,13766,36085007400,1
36047098600,"Census Tract 986, Kings County, New York","list(list(c(-73.896162, -73.894679, -73.892837, -73.891021, -73.893961, -73.895777, -73.897619, -73.896162, 40.646571, 40.64753, 40.645874, 40.644245, 40.642343, 40.643977, 40.64563, 40.646571)))",2857,2857,81369,489,489,14640,36047098600,2
36061029300,"Census Tract 293, New York County, New York","list(list(c(-73.92311, -73.921214, -73.919754, -73.917044, -73.918943, -73.920276, -73.920611, -73.92125, -73.921884, -73.922498, -73.92311, 40.867016, 40.867693, 40.868114, 40.867026, 40.864463, 40.862606, 40.863113, 40.864112, 40.8651, 40.866064, 40.867016)))",10138,10138,55903,1922,1922,14727,36061029300,2
36005044200,"Census Tract 442, Bronx County, New York","list(list(c(-73.849857, -73.84939, -73.848683, -73.847071, -73.84532, -73.844702, -73.842374, -73.841386, -73.840999, -73.844569, -73.845471, -73.846802, -73.846936, -73.847473, -73.850375, -73.849857, 40.904087, 40.905735, 40.906743, 40.906173, 40.905582, 40.904183, 40.904166, 40.904174, 40.902812, 40.902037, 40.901838, 40.901552, 40.90152, 40.902096, 40.903428, 40.904087)))",4122,4108,42009,1318,1319,28032,36005044200,1
36081084500,"Census Tract 845, Queens County, New York","list(list(c(-73.824233, -73.821925, -73.820849, -73.819989, -73.819116, -73.816543, -73.815373, -73.81782, -73.81962, -73.821319, -73.822396, -73.823213, -73.824233, 40.751855, 40.753167, 40.752242, 40.751429, 40.750621, 40.74826, 40.747218, 40.747385, 40.748042, 40.748758, 40.749864, 40.750708, 40.751855)))",4984,4980,32285,703,704,16848,36081084500,2
36047089200,"Census Tract 892, Kings County, New York","list(list(c(-73.92638, -73.924389, -73.922879, -73.922099, -73.921655, -73.920972, -73.920049, -73.919097, -73.918703, -73.918299, -73.918602, -73.919584, -73.919744, -73.920082, -73.920909, -73.922728, -73.924549, -73.92638, 40.665515, 40.666385, 40.664952, 40.664251, 40.663843, 40.663953, 40.664089, 40.66423, 40.662694, 40.661162, 40.661118, 40.661994, 40.660771, 40.659858, 40.660599, 40.662231, 40.663862, 40.665515)))",3130,3118,26807,713,693,10068,36047089200,4
36047036600,"Census Tract 366, Kings County, New York","list(list(c(-73.967335, -73.966894, -73.966777, -73.966614, -73.963442, -73.962552, -73.960261, -73.960235, -73.960027, -73.959943, -73.961943, -73.964652, -73.965945, -73.967602, -73.967335, 40.581515, 40.583348, 40.583904, 40.584575, 40.584676, 40.584783, 40.585039, 40.584522, 40.583209, 40.581959, 40.581535, 40.58096, 40.580689, 40.580362, 40.581515)))",4315,4076,43806,829,806,10387,36047036600,6
36081014400,"Census Tract 144, Queens County, New York","list(list(c(-73.831521, -73.827953, -73.827252, -73.827473, -73.82631, -73.827528, -73.825832, -73.827972, -73.830886, -73.831037, -73.831521, 40.70139, 40.70229, 40.700677, 40.700638, 40.698258, 40.697918, 40.694448, 40.693992, 40.700009, 40.700253, 40.70139)))",1810,1810,63906,472,472,15183,36081014400,2
36047026600,"Census Tract 266, Kings County, New York","list(list(c(-73.994797, -73.993651, -73.991598, -73.989397, -73.987195, -73.984963, -73.986129, -73.988358, -73.990559, -73.99276, -73.993343, -73.99537, -73.994797, 40.614562, 40.615694, 40.614452, 40.613123, 40.611792, 40.610448, 40.60933, 40.610675, 40.612004, 40.613334, 40.612772, 40.613996, 40.614562)))",3662,3633,45893,542,539,6433,36047026600,3
36085025100,"Census Tract 251, Richmond County, New York","list(list(c(-74.152496, -74.151983, -74.148227, -74.147054, -74.146145, -74.145767, -74.144025, -74.138266, -74.138613, -74.138737, -74.139238, -74.139822, -74.142337, -74.145124, -74.146035, -74.146969, -74.149969, -74.153689, -74.152496, 40.616556, 40.61753, 40.621502, 40.622971, 40.62493, 40.624958, 40.624992, 40.624248, 40.621773, 40.620374, 40.61852, 40.6163, 40.616608, 40.616966, 40.617013, 40.610151, 40.60954, 40.612322, 40.616556)))",6002,6002,112244,824,824,16092,36085025100,1
36061019300,"Census Tract 193, New York County, New York","list(list(c(-73.965215, -73.96476, -73.963861, -73.961077, -73.959647, -73.958195, -73.958354, -73.959077, -73.960037, -73.961478, -73.962869, -73.965711, -73.965215, 40.801111, 40.801741, 40.802972, 40.8018, 40.801156, 40.800553, 40.800337, 40.799352, 40.798038, 40.798654, 40.79924, 40.800437, 40.801111)))",10614,10483,73487,1422,1411,16789,36061019300,2
36005040400,"Census Tract 404, Bronx County, New York","list(list(c(-73.854323, -73.853153, -73.850271, -73.847444, -73.849278, -73.849735, -73.852371, -73.855104, -73.854323, 40.886682, 40.8888, 40.887881, 40.886978, 40.884242, 40.883555, 40.884398, 40.885271, 40.886682)))",3264,3264,92431,786,786,19401,36005040400,6
36005027401,"Census Tract 274.01, Bronx County, New York","list(list(c(-73.826241, -73.82518, -73.825079, -73.824957, -73.822038, -73.820484, -73.820141, -73.820232, -73.820419, -73.820461, -73.819133, -73.818773, -73.818046, -73.819775, -73.822477, -73.823816, -73.825188, -73.826013, -73.825495, -73.825908, -73.826084, -73.826241, 40.842994, 40.8427, 40.844304, 40.846105, 40.84769, 40.848501, 40.84802, 40.846218, 40.843328, 40.842549, 40.837669, 40.837178, 40.835543, 40.835133, 40.834495, 40.83433, 40.834588, 40.834021, 40.835218, 40.838745, 40.841372, 
40.842994)))",5148,5148,82273,769,769,41456,36005027401,2
36081101002,"Census Tract 1010.02, Queens County, New York","list(list(c(-73.74574, -73.742318, -73.740571, -73.738358, -73.738405, -73.738463, -73.737977, -73.737421, -73.737185, -73.743237, -73.74338, -73.743591, -73.744009, -73.744146, -73.744432, -73.744755, -73.745405, -73.74574, 40.603403, 40.602936, 40.60488, 40.60266, 40.598187, 40.595866, 40.594543, 40.593458, 40.592965, 40.592839, 40.592847, 40.594665, 40.596034, 40.596476, 40.597427, 40.598827, 40.601955, 40.603403)))",5393,5332,38395,1230,1221,32774,36081101002,1
36047026500,"Census Tract 265, Kings County, New York","list(list(c(-73.947748, -73.942076, -73.941932, -73.941785, -73.94164, -73.941494, -73.947165, -73.94731, -73.947456, -73.947602, -73.947748, 40.688044, 40.688697, 40.687963, 40.687228, 40.686497, 40.685764, 40.685113, 40.685846, 40.686578, 40.687311, 40.688044)))",4192,4187,75612,635,635,25510,36047026500,5
36047116400,"Census Tract 1164, Kings County, New York","list(list(c(-73.883889, -73.883074, -73.881392, -73.879568, -73.879254, -73.878871, -73.878489, -73.882782, -73.883175, -73.883566, -73.883889, 40.672355, 40.672475, 40.672723, 40.672987, 40.671732, 40.670195, 40.668655, 40.668026, 40.669563, 40.6711, 40.672355)))",4063,4024,60137,836,835,12007,36047116400,2
36061009500,"Census Tract 95, New York County, New York","list(list(c(-73.995749, -73.995299, -73.992463, -73.989617, -73.990518, -73.991419, -73.994262, -73.997099, -73.995749, 40.749052, 40.749671, 40.748469, 40.747277, 40.746038, 40.744802, 40.746004, 40.747205, 40.749052)))",3151,2227,154274,657,431,44597,36061009500,3
