"LOCAL.HEALTH.UNIT","OPERATION.NAME","CITY","STATE","ZIP","MUNICIPALITY","COUNTY","VENDOR.TYPE","CREATION.DATE","LOCATION","LAT","LONG","ADDRESS","census_code","census_tract"
"NYC","ABC FOOD MARKET CORP","BROOKLYN","NY",11226,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","3202 CHURCH AVENUE BROOKLYN, NY 11226 (40.650790641, -73.947503787)",40.650790641,-73.947503787,"3202 CHURCH AVENUE BROOKLYN, NY 11226 ","360470824001000","082400"
"NYC","GUYON SUPERETTE, INC.","STATEN ISLAND","NY",10306,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","99 GUYON AVENUE STATEN ISLAND, NY 10306 (40.564864776, -74.127399881)",40.564864776,-74.127399881,"99 GUYON AVENUE STATEN ISLAND, NY 10306 ","360850132043000","013204"
"NYC","SMITH + 9TH STREET DELI GROCERY INC","BROOKLYN","NY",11231,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","3-5 9TH STREET BROOKLYN, NY 11231 (40.674715778, -73.997495218)",40.674715778,-73.997495218,"3-5 9TH STREET BROOKLYN, NY 11231 ","360470077003007","007700"
"NYC","DISCOUNT PLUS CORP.","BROOKLYN","NY",11230,"BROOKLYN","NEW YORK CITY","DISCOUNT STORE","07/10/2023","957 CONEY ISLAND AVENUE BROOKLYN, NY 11230 (40.634159269, -73.967110149)",40.634159269,-73.967110149,"957 CONEY ISLAND AVENUE BROOKLYN, NY 11230 ","360470526002002","052600"
"NYC","406 DELI & GROCERY, INC","STATEN ISLAND","NY",10302,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","406 PORT RICHMOND AVENUE STATEN ISLAND, NY 10302 (40.632100548, -74.138003157)",40.632100548,-74.138003157,"406 PORT RICHMOND AVENUE STATEN ISLAND, NY 10302 ","360850213004000","021300"
"NYC","445 EAST 9TH INC","NEW YORK","NY",10009,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","445 EAST 9TH STREET NEW YORK, NY 10009 (40.727461041000026, -73.98286728799997)",40.727461041,-73.982867288,"445 EAST 9TH STREET NEW YORK, NY 10009 ","360610034003002","003400"
"NYC","FAIRFIELD FOOD INC","BRONX","NY",10451,"BRONX","NEW YORK CITY","CONVENIENCE/GAS","07/10/2023","2525 3RD AVENUE BRONX, NY 10451 (40.810888471, -73.928035141)",40.810888471,-73.928035141,"2525 3RD AVENUE BRONX, NY 10451 ","360050051001017","005100"
"NYC","JAM JUICE VAPE SHOP, INC.","BAYSIDE","NY",11361,"QUEENS","NEW YORK CITY","TOBACCO RETAIL","07/10/2023","20915 NORTHERN BOULEVARD BAYSIDE, NY 11361 (40.759277363, -73.77410216)",40.759277363,-73.77410216,"20915 NORTHERN BOULEVARD BAYSIDE, NY 11361 ","360811467003003","146700"
"NYC","AKSHAR 41 INC","FLUSHING","NY",11354,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","40-38 UNION STREET FLUSHING, NY 11354 (40.759406234, -73.826136931)",40.759406234,-73.826136931,"40-38 UNION STREET FLUSHING, NY 11354 ","360810853001001","085300"
"NYC","OMSAI GROCERY INC","RICHMOND HILL","NY",11418,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","8820 VAN WYCK EXPY RICHMOND HILL, NY 11418 (40.70162525000006, -73.81656186399994)",40.7016252500001,-73.8165618639999,"8820 VAN WYCK EXPY RICHMOND HILL, NY 11418 ","360810142021008","014202"
"NYC","FLB 2 DELI & GRILL INC","ROSEDALE","NY",11422,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","13861 FRANCIS LEWIS BOULEVARD ROSEDALE, NY 11422 (40.667501642, -73.737117515)",40.667501642,-73.737117515,"13861 FRANCIS LEWIS BOULEVARD ROSEDALE, NY 11422 ","360810638002011","063800"
"NYC","ROCHDALE JUNCTION INC","JAMAICA","NY",11434,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","165-88 BAISLEY BOULEVARD JAMAICA, NY 11434 (40.678818887, -73.777377137)",40.678818887,-73.777377137,"165-88 BAISLEY BOULEVARD JAMAICA, NY 11434 ","360810334032000","033403"
"NYC","VMS 43-20 LLC","ASTORIA","NY",11103,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","4320 ASTORIA BOULEVARD ASTORIA, NY 11103 (40.768217668, -73.907765604)",40.768217668,-73.907765604,"4320 ASTORIA BOULEVARD ASTORIA, NY 11103 ","360810141002007","014100"
"NYC","20 NORTH 5TH STREET DELI, INC.","BROOKLYN","NY",11211,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","20 NORTH 5TH STREET BROOKLYN, NY 11211 (40.719381934, -73.963372826)",40.719381934,-73.963372826,"20 NORTH 5TH STREET BROOKLYN, NY 11211 ","360470555001002","055500"
"NYC","NATURAL 112 CORP","BROOKLYN","NY",11209,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","304 86TH STREET BROOKLYN, NY 11209 (40.623270884, -74.03088168)",40.623270884,-74.03088168,"304 86TH STREET BROOKLYN, NY 11209 ","360470060001000","006000"
"NYC","THE NEW HEGHT CONVENIENCE CORP","BROOKLYN","NY",11228,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1584 86TH STREET BROOKLYN, NY 11228 (40.61007102, -74.007604464)",40.61007102,-74.007604464,"1584 86TH STREET BROOKLYN, NY 11228 ","360470172001004","017200"
"NYC","FALCON SMOKE SHOP CORP","BRONX","NY",10462,"BRONX","NEW YORK CITY","TOBACCO RETAIL","07/10/2023","768 MORRIS PARK AVENUE BRONX, NY 10462 (40.845662188, -73.863684037)",40.845662188,-73.863684037,"768 MORRIS PARK AVENUE BRONX, NY 10462 ","360050238003000","023800"
"NYC","EMMON'S DELI INC.","BROOKLYN","NY",11235,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","1729 EMMONS AVENUE BROOKLYN, NY 11235 (40.583614926, -73.950617916)",40.583614926,-73.950617916,"1729 EMMONS AVENUE BROOKLYN, NY 11235 ","360470608003001","060800"
"NYC","7TH AVE NEWS INC","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","206 7TH AVENUE BROOKLYN, NY 11215 (40.670740393, -73.978437576)",40.670740393,-73.978437576,"206 7TH AVENUE BROOKLYN, NY 11215 ","360470155002000","015500"
"NYC","G R STATIONERY STORE, INC.","MIDDLE VILLAGE","NY",11379,"QUEENS","NEW YORK CITY","STATIONERY STORE","07/10/2023","64-67 DRY HARBOR ROAD MIDDLE VILLAGE, NY 11379 (40.718216054, -73.872397325)",40.718216054,-73.872397325,"64-67 DRY HARBOR ROAD MIDDLE VILLAGE, NY 11379 ","360810677001007","067700"
"NYC","FRUIT KING & DELI GROCERY CORP.","BROOKLYN","NY",11218,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","761 MCDONALD AVENUE BROOKLYN, NY 11218 (40.635446352, -73.977844601)",40.635446352,-73.977844601,"761 MCDONALD AVENUE BROOKLYN, NY 11218 ","360470478001000","047800"
"NYC","PASS ORGANIC DELI CORPORATION","BRONX","NY",10458,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","688 EAST 187TH STREET BRONX, NY 10458 (40.854117088, -73.884764488)",40.854117088,-73.884764488,"688 EAST 187TH STREET BRONX, NY 10458 ","360050391002000","039100"
"NYC","ASTORIA SHOPPE INC","ASTORIA","NY",11103,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","3308 30TH AVENUE ASTORIA, NY 11103 (40.765908622, -73.919573526)",40.765908622,-73.919573526,"3308 30TH AVENUE ASTORIA, NY 11103 ","360810063002001","006300"
"NYC","KINGSTON CONVENIENCE INC","BROOKLYN","NY",11226,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1398 NOSTRAND AVENUE BROOKLYN, NY 11226 (40.652354663, -73.949893636)",40.652354663,-73.949893636,"1398 NOSTRAND AVENUE BROOKLYN, NY 11226 ","360470820003000","082000"
"NYC","VASU CONVENIENCE, INC.","FOREST HILLS","NY",11375,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","118-14 QUEENS BOULEVARD FOREST HILLS, NY 11375 (40.71459549, -73.832082299)",40.71459549,-73.832082299,"118-14 QUEENS BOULEVARD FOREST HILLS, NY 11375 ","360810769021005","076902"
"NYC","TIK TOK DELI INC","BRONX","NY",10455,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","461 WILLIS AVENUE BRONX, NY 10455 (40.814064122, -73.919497502)",40.814064122,-73.919497502,"461 WILLIS AVENUE BRONX, NY 10455 ","360050043002007","004300"
"NYC","LA REYNA DE WESTCHESTER DELI GROCERY CORP","BRONX","NY",10459,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1218 WESTCHESTER AVENUE BRONX, NY 10459 (40.826007496, -73.888952338)",40.826007496,-73.888952338,"1218 WESTCHESTER AVENUE BRONX, NY 10459 ","360050121021002","012102"
"NYC","AVE P DELI & GROCERY INC","BROOKLYN","NY",11223,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","397 AVENUE P BROOKLYN, NY 11223 (40.609002747000034, -73.97273859699999)",40.609002747,-73.972738597,"397 AVENUE P BROOKLYN, NY 11223 ","360470438002002","043800"
"NYC","LEE & SONG INC","BRONX","NY",10461,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","134 WESTCHESTER SQUARE BRONX, NY 10461 (40.839844887, -73.842738799)",40.839844887,-73.842738799,"134 WESTCHESTER SQUARE BRONX, NY 10461 ","360050096002001","009600"
"NYC","TABUSAM, NAILA","BROOKLYN","NY",11218,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","754 CONEY ISLAND AVENUE BROOKLYN, NY 11218 (40.639128858, -73.968978978)",40.639128858,-73.968978978,"754 CONEY ISLAND AVENUE BROOKLYN, NY 11218 ","360470492002001","049200"
"NYC","HAMILTON GAS & CONVIENIENCE, INC.","BROOKLYN","NY",11231,"BROOKLYN","NEW YORK CITY","CONVENIENCE/GAS","07/10/2023","327 HAMILTON AVENUE BROOKLYN, NY 11231 (40.67497121700006, -74.00006301399998)",40.6749712170001,-74.000063014,"327 HAMILTON AVENUE BROOKLYN, NY 11231 ","360470065007003","006500"
"NYC","TOBACCO GRAB AND GO CORP","BROOKLYN","NY",11208,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","3087 FULTON STREET BROOKLYN, NY 11208 (40.681233043, -73.880918284)",40.681233043,-73.880918284,"3087 FULTON STREET BROOKLYN, NY 11208 ","360471174002002","117400"
"NYC","SOUNDVIEW PETROLEUM INC","BRONX","NY",10473,"BRONX","NEW YORK CITY","GAS STATION","07/10/2023","902 SOUNDVIEW AVENUE BRONX, NY 10473 (40.82318664200005, -73.86793677399999)",40.823186642,-73.867936774,"902 SOUNDVIEW AVENUE BRONX, NY 10473 ","360050042001002","004200"
"NYC","EXCLUSIVE SMOKE SHOP 1 CORPORATION","BRONX","NY",10456,"BRONX","NEW YORK CITY","TOBACCO RETAIL","07/10/2023","242 EAST 167TH STREET BRONX, NY 10456 (40.833542156, -73.915295402)",40.833542156,-73.915295402,"242 EAST 167TH STREET BRONX, NY 10456 ","360050181013000","018101"
"NYC","K & D MERRICK BLVD INC.","BRONX","NY",10460,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1243 EAST TREMONT AVENUE BRONX, NY 10460 (40.839928999, -73.871476824)",40.839928999,-73.871476824,"1243 EAST TREMONT AVENUE BRONX, NY 10460 ","360050240003006","024000"
"NYC","BY DANIEL INC.","FLUSHING","NY",11355,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","4123 MURRAY STREET FLUSHING, NY 11355 (40.762308091, -73.812306036)",40.762308091,-73.812306036,"4123 MURRAY STREET FLUSHING, NY 11355 ","360811167001005","116700"
"NYC","LIU'S DELI INC","BROOKLYN","NY",11214,"BROOKLYN","NEW YORK CITY","BAR/LOUNGE","07/10/2023","2061 BATH AVENUE BROOKLYN, NY 11214 (40.600341978000074, -73.99969915599996)",40.6003419780001,-73.999699156,"2061 BATH AVENUE BROOKLYN, NY 11214 ","360470286005002","028600"
"NYC","BAYRIDGE DELI & GROCERY INC","BROOKLYN","NY",11209,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","8529 3RD AVENUE BROOKLYN, NY 11209 (40.623588139, -74.03084153)",40.623588139,-74.03084153,"8529 3RD AVENUE BROOKLYN, NY 11209 ","360470062002000","006200"
"NYC","Y & Y FARM CORP","BROOKLYN","NY",11228,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1572 BATH  AVENUE BROOKLYN, NY 11228 (40.60669018, -74.011052527)",40.60669018,-74.011052527,"1572 BATH  AVENUE BROOKLYN, NY 11228 ","360470172002004","017200"
"NYC","2125 FIRST AVENUE GIFT SHOP CORP","MANHATTAN","NY",10029,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","2125 1ST AVENUE MANHATTAN, NY 10029 (40.791861844, -73.938657946)",40.791861844,-73.938657946,"2125 1ST AVENUE MANHATTAN, NY 10029 ","360610180001002","018000"
"NYC","SUPREMACY GRILL AND LOUNGE","BROOKLYN","NY",11230,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1624 CONEY ISLAND AVENUE BROOKLYN, NY 11230 (40.617928929, -73.964078414)",40.617928929,-73.964078414,"1624 CONEY ISLAND AVENUE BROOKLYN, NY 11230 ","360470454001001","045400"
"NYC","RICKI MORTY SMOKE SHOP CORP","BRONX","NY",10462,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1211 CASTLE HILL AVENUE BRONX, NY 10462 (40.832305784, -73.851330836)",40.832305784,-73.851330836,"1211 CASTLE HILL AVENUE BRONX, NY 10462 ","360050092003002","009200"
"NYC","BROADWAY FOOD MART 999 INC","ELMHURST","NY",11373,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","83-20 BROADWAY BOULEVARD ELMHURST, NY 11373 (40.740601728, -73.879535438)",40.740601728,-73.879535438,"83-20 BROADWAY BOULEVARD ELMHURST, NY 11373 ","360810485001001","048500"
"NYC","AVENUE T GAS INC","BROOKLYN","NY",11223,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","2317 CONEY ISLAND AVENUE BROOKLYN, NY 11223 (40.600346923, -73.960928495)",40.600346923,-73.960928495,"2317 CONEY ISLAND AVENUE BROOKLYN, NY 11223 ","360470582003002","058200"
"NYC","187 CONVENIENCE STORE LLC","BRONX","NY",10458,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","583 EAST 187TH STREET BRONX, NY 10458 (40.855974686, -73.888047763)",40.855974686,-73.888047763,"583 EAST 187TH STREET BRONX, NY 10458 ","360050389003004","038900"
"NYC","KINGS II DELI & GROCERY INC","BROOKLYN","NY",11235,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","2105 AVENUE Z BROOKLYN, NY 11235 (40.588792595, -73.948053808)",40.588792595,-73.948053808,"2105 AVENUE Z BROOKLYN, NY 11235 ","360470594042002","059404"
"NYC","BUSHWICK SMOKE SHOP, INC","BROOKLYN","NY",11237,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","388 TROUTMAN AVENUE BROOKLYN, NY 11237 (40.706141, -73.92314891)",40.706141,-73.92314891,"388 TROUTMAN AVENUE BROOKLYN, NY 11237 ","360470447002002","044700"
"NYC","PATEL ENTERPRISES LLC","BROOKLYN","NY",11239,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1370 PENNSYLVANIA AVENUE BROOKLYN, NY 11239 (40.646637073, -73.883657238)",40.646637073,-73.883657238,"1370 PENNSYLVANIA AVENUE BROOKLYN, NY 11239 ","360471058044000","105804"
"NYC","HI MANGO NATURAL MARKET V, INC.","BROOKLYN","NY",11237,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","341 KNICKERBOCKER AVENUE BROOKLYN, NY 11237 (40.70108491, -73.9221031)",40.70108491,-73.9221031,"341 KNICKERBOCKER AVENUE BROOKLYN, NY 11237 ","360470429004000","042900"
"NYC","KAT'S NEW YORK DELI CORP","BROOKLYN","NY",11233,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","416 LEWIS AVENUE BROOKLYN, NY 11233 (40.681170388, -73.934833786)",40.681170388,-73.934833786,"416 LEWIS AVENUE BROOKLYN, NY 11233 ","360470273003000","027300"
"NYC","FAMILY TIME GROCERY & CANDY INC","BRONX","NY",10454,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","460 EAST 138TH STREET BRONX, NY 10454 (40.808174662, -73.921061817)",40.808174662,-73.921061817,"460 EAST 138TH STREET BRONX, NY 10454 ","360050025003000","002500"
"NYC","MOHAMMAD IBRAHIM","NEW YORK","NY",10036,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","SWC WEST 44TH ST & 8TH AVENUE NEW YORK, NY 10036 (40.758540007, -73.988830007)",40.758540007,-73.988830007,"SWC WEST 44TH ST & 8TH AVENUE NEW YORK, NY 10036 ","360610119002002","011900"
"NYC","VAPE N CLOUD CORP","BROOKLYN","NY",11216,"BROOKLYN","NEW YORK CITY","TOBACCO RETAIL","07/10/2023","573 NOSTRAND AVENUE BROOKLYN, NY 11216 (40.677794032, -73.949612255)",40.677794032,-73.949612255,"573 NOSTRAND AVENUE BROOKLYN, NY 11216 ","360470315001002","031500"
"NYC","CORNER FRESH MARKET CORP","BRONX","NY",10456,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","113 MORRIS  AVENUE BRONX, NY 10456 (40.833133782, -73.914172554)",40.833133782,-73.914172554,"113 MORRIS  AVENUE BRONX, NY 10456 ","360050175003000","017500"
"NYC","MWDBC STORE 5 LLC.","BRONX","NY",10465,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","839 HUTCHINSON RIVER PARKWAY BRONX, NY 10465 (40.823298424, -73.836483227)",40.823298424,-73.836483227,"839 HUTCHINSON RIVER PARKWAY BRONX, NY 10465 ","360050090002015","009000"
"NYC","HOLLAND GOURMET DELI CORP","BRONX","NY",10467,"BRONX","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","2460 HOLLAND AVENUE BRONX, NY 10467 (40.86305731, -73.865352168)",40.86305731,-73.865352168,"2460 HOLLAND AVENUE BRONX, NY 10467 ","360050330004000","033000"
"NYC","YUG DELI INC","QUEENS VILLAGE","NY",11427,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","8958 FRANCES LEWIS BOULEVARD QUEENS VILLAGE, NY 11427 (40.718349795, -73.757489324)",40.718349795,-73.757489324,"8958 FRANCES LEWIS BOULEVARD QUEENS VILLAGE, NY 11427 ","360810484001000","048400"
"NYC","I LOVE NEW YORK CONVENIENCE INC","STATEN ISLAND","NY",10312,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","4569 AMBOY ROAD STATEN ISLAND, NY 10312 (40.542571345, -74.165451207)",40.542571345,-74.165451207,"4569 AMBOY ROAD STATEN ISLAND, NY 10312 ","360850170112013","017011"
"NYC","SIMPSON'S EXOTIC SHOP INC.","BRONX","NY",10459,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","970 EAST 165TH STREET BRONX, NY 10459 (40.823876691, -73.894312649)",40.823876691,-73.894312649,"970 EAST 165TH STREET BRONX, NY 10459 ","360050129011001","012901"
"NYC","JAA DELI GROCERY CORP","BRONX","NY",10457,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","214B EAST 180TH STREET BRONX, NY 10457 (40.853173268, -73.90197632)",40.853173268,-73.90197632,"214B EAST 180TH STREET BRONX, NY 10457 ","360050235024005","023502"
"NYC","ZAZA CONVENIENCE 10 CORPORATION","BRONX","NY",10451,"BRONX","NEW YORK CITY","TOBACCO RETAIL","07/10/2023","3218 3RD AVENUE BRONX, NY 10451 (40.823316775, -73.909044168)",40.823316775,-73.909044168,"3218 3RD AVENUE BRONX, NY 10451 ","360050141002001","014100"
"NYC","WALLE DELI GRILL CORP","BROOKLYN","NY",11226,"BROOKLYN","NEW YORK CITY","DELICATESSEN","07/10/2023","2714A BEVERLY ROAD BROOKLYN, NY 11226 (40.644906752, -73.951647835)",40.644906752,-73.951647835,"2714A BEVERLY ROAD BROOKLYN, NY 11226 ","360470826003002","082600"
"NYC","E-Z TO GO ORGANIC AND EXOTIC CONVENIENT STORE LLC","BRONX","NY",10451,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","3221 3RD AVENUE BRONX, NY 10451 (40.823660354, -73.909146606)",40.823660354,-73.909146606,"3221 3RD AVENUE BRONX, NY 10451 ","360050141002002","014100"
"NYC","CHERRY VALLEY GOURMET DELI CORP","BROOKLYN","NY",11213,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","74 KINGSTON AVENUE BROOKLYN, NY 11213 (40.677274815, -73.941505292)",40.677274815,-73.941505292,"74 KINGSTON AVENUE BROOKLYN, NY 11213 ","360470313001002","031300"
"NYC","CLEVELAND CONVENIENCE CORP","BROOKLYN","NY",11208,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","235 CLEVELAND STREET BROOKLYN, NY 11208 (40.679401849, -73.885357088)",40.679401849,-73.885357088,"235 CLEVELAND STREET BROOKLYN, NY 11208 ","360471170001000","117000"
"NYC","MILI BROOK GROCERY, INC","BRONX","NY",10454,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","575 EAST 137TH STREET BRONX, NY 10454 (40.8061708, -73.917753815)",40.8061708,-73.917753815,"575 EAST 137TH STREET BRONX, NY 10454 ","360050027012000","002701"
"NYC","WORKNPRAY ENTERPRISES INC.","BROOKLYN","NY",11201,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","136 LAWRENCE STREET BROOKLYN, NY 11201 (40.692050015, -73.986405038)",40.692050015,-73.986405038,"136 LAWRENCE STREET BROOKLYN, NY 11201 ","360470011001006","001100"
"NYC","THE STOP & SHOP SUPERMARKET COMPANY LLC","BAYSIDE","NY",11360,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","21315 26TH AVENUE BAYSIDE, NY 11360 (40.779912686, -73.77787016)",40.779912686,-73.77787016,"21315 26TH AVENUE BAYSIDE, NY 11360 ","360810997044000","099704"
"NYC","GRAND SLAM ENT NY, INC.","BROOKLYN","NY",11208,"BROOKLYN","NEW YORK CITY","GAS STATION","07/10/2023","640 CONDUIT BOULEVARD BROOKLYN, NY 11208 (40.675257878, -73.865681576)",40.675257878,-73.865681576,"640 CONDUIT BOULEVARD BROOKLYN, NY 11208 ","360471200001000","120000"
"NYC","7901 LUCKY MARKET CORP.","JACKSON HEIGHTS","NY",11373,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","79-01 37TH AVENUE JACKSON HEIGHTS, NY 11373 (40.749595384, -73.88698762)",40.749595384,-73.88698762,"79-01 37TH AVENUE JACKSON HEIGHTS, NY 11373 ","360810285003000","028500"
"NYC","RALPH'S 5 STAR MINIMARKET CORP","JAMAICA","NY",11435,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","14532 LAKEWOOD AVENUE JAMAICA, NY 11435 (40.69077232, -73.802442799)",40.69077232,-73.802442799,"14532 LAKEWOOD AVENUE JAMAICA, NY 11435 ","360810198002003","019800"
"NYC","STOP ONE SUPERMARKET 4023 CORP","BROOKLYN","NY",11203,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","4023 CHURCH  AVENUE BROOKLYN, NY 11203 (40.65145168, -73.939229676)",40.65145168,-73.939229676,"4023 CHURCH  AVENUE BROOKLYN, NY 11203 ","360470814001005","081400"
"NYC","CONVENIENT ISLAND","BROOKLYN","NY",11218,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","461 CONEY ISLAND BROOKLYN, NY 11218 (40.646639797, -73.970725683)",40.646639797,-73.970725683,"461 CONEY ISLAND BROOKLYN, NY 11218 ","360470506004002","050600"
"NYC","BANI FOOD CENTER CORP","BROOKLYN","NY",11221,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1121 GREENE AVENUE BROOKLYN, NY 11221 (40.693938793, -73.923728184)",40.693938793,-73.923728184,"1121 GREENE AVENUE BROOKLYN, NY 11221 ","360470395001000","039500"
"NYC","JOSEPH H. INC.","FLUSHING","NY",11354,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","30-29 STRATTON STREET FLUSHING, NY 11354 (40.769342268, -73.834125807)",40.769342268,-73.834125807,"30-29 STRATTON STREET FLUSHING, NY 11354 ","360810869002001","086900"
"NYC","WOODRUFF FINEST GROCERY CORP","BROOKLYN","NY",11226,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","180 WOODRUFF AVENUE BROOKLYN, NY 11226 (40.65467967700005, -73.95996583299996)",40.654679677,-73.959965833,"180 WOODRUFF AVENUE BROOKLYN, NY 11226 ","360470508031001","050803"
"NYC","LAFAYETTE GARDENS DELI CORP","BROOKLYN","NY",11205,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","301 FRANKLIN AVENUE BROOKLYN, NY 11205 (40.68941223, -73.956889172)",40.68941223,-73.956889172,"301 FRANKLIN AVENUE BROOKLYN, NY 11205 ","360470233003001","023300"
"NYC","FARMERS BOULEVARD FOOD CORP","SAINT ALBANS","NY",11412,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","188-42 LINDEN BOULEVARD SAINT ALBANS, NY 11412 (40.69154027, -73.762576959)",40.69154027,-73.762576959,"188-42 LINDEN BOULEVARD SAINT ALBANS, NY 11412 ","360810366001000","036600"
"NYC","DONIA DELI & GROCERY CORP.","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","484 8TH STREET BROOKLYN, NY 11215 (40.666159615000026, -73.97852470799995)",40.666159615,-73.978524708,"484 8TH STREET BROOKLYN, NY 11215 ","360470167002000","016700"
"NYC","MUKTI 66 PETROLEUM INC","ROSLYN HTS","NY",11577,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","6615 BORDEN AVENUE ROSLYN HTS, NY 11577 (40.78512, -73.65038)",40.78512,-73.65038,"6615 BORDEN AVENUE ROSLYN HTS, NY 11577 ","360593022001008","302200"
"NYC","LIN, JIAN PING","RIDGEWOOD","NY",11385,"QUEENS","NEW YORK CITY","DISCOUNT STORE","07/10/2023","68-74 FRESH POND ROAD RIDGEWOOD, NY 11385 (40.703487876, -73.895705302)",40.703487876,-73.895705302,"68-74 FRESH POND ROAD RIDGEWOOD, NY 11385 ","360810583001000","058300"
