"LOCAL.HEALTH.UNIT","OPERATION.NAME","CITY","STATE","ZIP","MUNICIPALITY","COUNTY","VENDOR.TYPE","CREATION.DATE","LOCATION","LAT","LONG","ADDRESS","census_code","census_tract"
"NYC","2918 GAS CORP","BRONX","NY",10469,"BRONX","NEW YORK CITY","OTHER","07/10/2023","2918 BOSTON ROAD BRONX, NY 10469 (40.868058834, -73.858776062)",40.868058834,-73.858776062,"2918 BOSTON ROAD BRONX, NY 10469 ","360050342002008","034200"
"NYC","SHISHA KING CORP","BROOKLYN","NY",11207,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","656 SUTTER AVENUE BROOKLYN, NY 11207 (40.669383086, -73.894472157)",40.669383086,-73.894472157,"656 SUTTER AVENUE BROOKLYN, NY 11207 ","360471156001001","115600"
"NYC","TUNI'S SERVICE CORP","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","306 18TH STREET BROOKLYN, NY 11215 (40.661722613, -73.989687559)",40.661722613,-73.989687559,"306 18TH STREET BROOKLYN, NY 11215 ","360470143002001","014300"
"NYC","VISHWA NEWS, INC.","BROOKLYN","NY",11201,"BROOKLYN","NEW YORK CITY","STAND","07/10/2023","17 BOND STREET BROOKLYN, NY 11201 (40.689173136, -73.983153782)",40.689173136,-73.983153782,"17 BOND STREET BROOKLYN, NY 11201 ","360470037001002","003700"
"NYC","JAMAST HOLDING CORP","FLUSHING","NY",11358,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","161-17 29TH AVENUE FLUSHING, NY 11358 (40.771400067, -73.802775896)",40.771400067,-73.802775896,"161-17 29TH AVENUE FLUSHING, NY 11358 ","360811059004015","105900"
"NYC","60 ST SMOKE SHOP","BROOKLYN","NY",11220,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","480 60TH STREET BROOKLYN, NY 11220 (40.639525322, -74.016474194)",40.639525322,-74.016474194,"480 60TH STREET BROOKLYN, NY 11220 ","360470122001000","012200"
"NYC","DELI GRILL VAPE AND CONVENIENCES INC","BROOKLYN","NY",11226,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1510 CORTELYOU ROAD BROOKLYN, NY 11226 (40.64119881, -73.964131639)",40.64119881,-73.964131639,"1510 CORTELYOU ROAD BROOKLYN, NY 11226 ","360470520001001","052000"
"NYC","37 SMOKE SHOP INC","MANHATTAN","NY",10018,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","357 WEST 37TH STREET MANHATTAN, NY 10018 (40.755252331, -73.99456063)",40.755252331,-73.99456063,"357 WEST 37TH STREET MANHATTAN, NY 10018 ","360610111001000","011100"
"NYC","YESENIA A. RODRIGUEZ & MARCO A. TAVA","BROOKLYN","NY",11237,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","120 GRATTAN STREET BROOKLYN, NY 11237 (40.706135216, -73.928182076)",40.706135216,-73.928182076,"120 GRATTAN STREET BROOKLYN, NY 11237 ","360470453001010","045300"
"NYC","GNP SUNIL CORP","BRONX","NY",10463,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","585 WEST 235TH STREET BRONX, NY 10463 (40.885983743000054, -73.91116220199996)",40.8859837430001,-73.911162202,"585 WEST 235TH STREET BRONX, NY 10463 ","360050297001005","029700"
"NYC","J & E DYNAMIC STORE INC.","JAMAICA","NY",11435,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","147-14 JAMAICA AVENUE JAMAICA, NY 11435 (40.701662884, -73.807328862)",40.701662884,-73.807328862,"147-14 JAMAICA AVENUE JAMAICA, NY 11435 ","360810212001003","021200"
"NYC","198 BAINBRIDGE DELI & GROCERY CORP","BRONX","NY",10458,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","2839 BAINBRIDGE AVENUE BRONX, NY 10458 (40.868527759000074, -73.88852251399999)",40.8685277590001,-73.888522514,"2839 BAINBRIDGE AVENUE BRONX, NY 10458 ","360050405013001","040501"
"NYC","226 SMOKE SHOP","BROOKLYN","NY",11237,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","226 KNICKERBOCKER AVENUE BROOKLYN, NY 11237 (40.702985297, -73.925912256)",40.702985297,-73.925912256,"226 KNICKERBOCKER AVENUE BROOKLYN, NY 11237 ","360470427001001","042700"
"NYC","3RD AVE ORGANIC 1 CORP.","BROOKLYN","NY",11209,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","7910 3RD AVENUE BROOKLYN, NY 11209 (40.628332882, -74.029241006)",40.628332882,-74.029241006,"7910 3RD AVENUE BROOKLYN, NY 11209 ","360470064002002","006400"
"NYC","NUNEZ, GERARDO","BRONX","NY",10458,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","2856 VALENTINE AVENUE BRONX, NY 10458 (40.869614263, -73.889573521)",40.869614263,-73.889573521,"2856 VALENTINE AVENUE BRONX, NY 10458 ","360050407024002","040702"
"NYC","D' MI MUNECA GROCERY CORP","BRONX","NY",10455,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","592 TRINITY AVENUE BRONX, NY 10455 (40.813940824, -73.909710959)",40.813940824,-73.909710959,"592 TRINITY AVENUE BRONX, NY 10455 ","360050073002001","007300"
"NYC","LISA DELI & GROCERY 2019 CORP","BROOKLYN","NY",11205,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","411 MYRTLE AVENUE BROOKLYN, NY 11205 (40.693242844, -73.969372089)",40.693242844,-73.969372089,"411 MYRTLE AVENUE BROOKLYN, NY 11205 ","360470187001005","018700"
"NYC","A K A CONVENIENCE STORE INC","BROOKLYN","NY",11209,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","9811 4TH AVENUE BROOKLYN, NY 11209 (40.6136397, -74.032731649)",40.6136397,-74.032731649,"9811 4TH AVENUE BROOKLYN, NY 11209 ","360470162002002","016200"
"NYC","SHIVAM 105 DELI INC.","FLUSHING","NY",11354,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","150-09 BAYSIDE AVENUE FLUSHING, NY 11354 (40.771648339, -73.815492165)",40.771648339,-73.815492165,"150-09 BAYSIDE AVENUE FLUSHING, NY 11354 ","360811047002010","104700"
"NYC","JAS MINIMART INC","BROOKLYN","NY",11233,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","578 RALPH AVENUE BROOKLYN, NY 11233 (40.66939943, -73.922679356)",40.66939943,-73.922679356,"578 RALPH AVENUE BROOKLYN, NY 11233 ","360470359003000","035900"
"NYC","L E S GROCERY CORP","MANHATTAN","NY",10002,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","57 PITT STREET MANHATTAN, NY 10002 (40.717735477, -73.982968207)",40.717735477,-73.982968207,"57 PITT STREET MANHATTAN, NY 10002 ","360610012001000","001200"
"NYC","MASPETH CONVENIENCE STORE CORP","MASPETH","NY",11378,"QUEENS","NEW YORK CITY","TOBACCO RETAIL","07/10/2023","69-12 GRAND AVENUE MASPETH, NY 11378 (40.726051457, -73.894851941)",40.726051457,-73.894851941,"69-12 GRAND AVENUE MASPETH, NY 11378 ","360810493022006","049302"
"NYC","DELI FARMS CORPORATION","BRONX","NY",10459,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","850 LONGWOOD AVENUE BRONX, NY 10459 (40.819306784, -73.901338816)",40.819306784,-73.901338816,"850 LONGWOOD AVENUE BRONX, NY 10459 ","360050085003000","008500"
"NYC","KLEYNBURG, ROMAN","LONG ISLAND CITY","NY",11101,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","50-92 NORTHERN BOULEVARD LONG ISLAND CITY, NY 11101 (40.752648325, -73.91082131)",40.752648325,-73.91082131,"50-92 NORTHERN BOULEVARD LONG ISLAND CITY, NY 11101 ","360810171021000","017102"
"NYC","FAZZIA INC","SOUTH RICHMOND HILL","NY",11419,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","11211 LIBERTY  AVENUE SOUTH RICHMOND HILL, NY 11419 (40.685443902, -73.829987493)",40.685443902,-73.829987493,"11211 LIBERTY  AVENUE SOUTH RICHMOND HILL, NY 11419 ","360810098001004","009800"
"NYC","1920 KING GROCERY CORP","BROOKLYN","NY",11226,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1920 NOSTRAND AVENUE BROOKLYN, NY 11226 (40.638811519, -73.948454714)",40.638811519,-73.948454714,"1920 NOSTRAND AVENUE BROOKLYN, NY 11226 ","360470828002004","082800"
"NYC","TOP BK DELI CORP","BROOKLYN","NY",11212,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","245 RIVERDALE AVENUE BROOKLYN, NY 11212 (40.661190236, -73.908179418)",40.661190236,-73.908179418,"245 RIVERDALE AVENUE BROOKLYN, NY 11212 ","360470918001002","091800"
"NYC","BOULEVARD NEWS LLC","WHITESTONE","NY",11357,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","20-01 FRANCIS LEWIS BOULEVARD WHITESTONE, NY 11357 (40.78024901, -73.80216737)",40.78024901,-73.80216737,"20-01 FRANCIS LEWIS BOULEVARD WHITESTONE, NY 11357 ","360811017003002","101700"
"NYC","204 HIGH CLOUD CONVENIENCE CORPORATI","BRONX","NY",10467,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","357 EAST 204TH STREET BRONX, NY 10467 (40.872078878, -73.877519757)",40.872078878,-73.877519757,"357 EAST 204TH STREET BRONX, NY 10467 ","360050425004000","042500"
"NYC","LUCKY GROCERY INC","BROOKLYN","NY",11232,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","4123 8TH AVENUE BROOKLYN, NY 11232 (40.645613056, -73.998839256)",40.645613056,-73.998839256,"4123 8TH AVENUE BROOKLYN, NY 11232 ","360470092021000","009202"
"NYC","DOLEH, HISHAM","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1689 8TH AVENUE BROOKLYN, NY 11215 (40.659625209, -73.98426539)",40.659625209,-73.98426539,"1689 8TH AVENUE BROOKLYN, NY 11215 ","360470169004000","016900"
"NYC","ROZI, BAHADIR","BROOKLYN","NY",11214,"BROOKLYN","NEW YORK CITY","STAND","07/10/2023","20TH AVE & 86TH STREET BROOKLYN, NY 11214 (40.604599985, -73.998240034)",40.604599985,-73.998240034,"20TH AVE & 86TH STREET BROOKLYN, NY 11214 ","360470288002001","028800"
"NYC","173 EXOTIC CORP","QUEENS","NY",11432,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","17227 JAMAICA AVENUE QUEENS, NY 11432 (40.708026132, -73.786917671)",40.708026132,-73.786917671,"17227 JAMAICA AVENUE QUEENS, NY 11432 ","360810462002006","046200"
"NYC","ANDREA'S DELI GROCERY CORP.","BRONX","NY",10459,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1182 WEST FARMS ROAD BRONX, NY 10459 (40.828496963, -73.888311625)",40.828496963,-73.888311625,"1182 WEST FARMS ROAD BRONX, NY 10459 ","360050121011001","012101"
"NYC","GREENLEAF CONVENIENCE CORP","BROOKLYN","NY",11221,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","423 THROOP AVENUE BROOKLYN, NY 11221 (40.688388674, -73.941877435)",40.688388674,-73.941877435,"423 THROOP AVENUE BROOKLYN, NY 11221 ","360470279004001","027900"
"NYC","QUEENS ORGANIC DELI CORP","QUEENS","NY",11432,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","8428 164 STREET QUEENS, NY 11432 (40.714482209, -73.802637092)",40.714482209,-73.802637092,"8428 164 STREET QUEENS, NY 11432 ","360810450002000","045000"
"NYC","ANTHONY'S FAMOUS GOURMET DELI INC","BRONX","NY",10467,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","169 EAST GUN HILL ROAD BRONX, NY 10467 (40.880994876, -73.877925022)",40.880994876,-73.877925022,"169 EAST GUN HILL ROAD BRONX, NY 10467 ","360050431021002","043102"
"NYC","CACHET DELI  FOOD CORP.","BRONX","NY",10452,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1425 MACOMBS ROAD BRONX, NY 10452 (40.841281293, -73.917814081)",40.841281293,-73.917814081,"1425 MACOMBS ROAD BRONX, NY 10452 ","360050219001002","021900"
"NYC","ACTIVE CONVENIENCE & DELI INC","BRONX","NY",10468,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","2962 JEROME  AVENUE BRONX, NY 10468 (40.872798674, -73.889430861)",40.872798674,-73.889430861,"2962 JEROME  AVENUE BRONX, NY 10468 ","360050407012000","040701"
"NYC","CROSS BRONX SERVICE STATION CORP.","BRONX","NY",10472,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1730 CROSS BRONX EXPY BRONX, NY 10472 (40.83554744300005, -73.87056084999995)",40.835547443,-73.87056085,"1730 CROSS BRONX EXPY BRONX, NY 10472 ","360050076001001","007600"
"NYC","HMW SMOKE & CONVENIENCE + PLUS, CORP","QUEENS","NY",11423,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","20513 JAMAICA AVENUE QUEENS, NY 11423 (40.7139083, -73.754571068)",40.7139083,-73.754571068,"20513 JAMAICA AVENUE QUEENS, NY 11423 ","360810484004006","048400"
"NYC","M A N BRONXWOOD DELI CORP","BRONX","NY",10467,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","871 EAST 220TH STREET BRONX, NY 10467 (40.882630018, -73.856912681)",40.882630018,-73.856912681,"871 EAST 220TH STREET BRONX, NY 10467 ","360050396002001","039600"
"NYC","BEST DELI AND JUICE BAR CORP","BROOKLYN","NY",11230,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1127 MCDONALD AVENUE BROOKLYN, NY 11230 (40.625713747, -73.976007706)",40.625713747,-73.976007706,"1127 MCDONALD AVENUE BROOKLYN, NY 11230 ","360470462022001","046202"
"NYC","AMERICAN QUICK SHOP INC.","LONG ISLAND CITY","NY",11106,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","29-24 36TH AVENUE LONG ISLAND CITY, NY 11106 (40.75691945, -73.93075247)",40.75691945,-73.93075247,"29-24 36TH AVENUE LONG ISLAND CITY, NY 11106 ","360810051001001","005100"
"NYC","PEOPLES FOOD MARKET INC","NEW YORK","NY",10001,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","304 8TH  AVENUE NEW YORK, NY 10001 (40.746738161, -73.997223645)",40.746738161,-73.997223645,"304 8TH  AVENUE NEW YORK, NY 10001 ","360610091006000","009100"
"NYC","PUFF & STUFF SMOKE INC","RIDGEWOOD","NY",11385,"QUEENS","NEW YORK CITY","TOBACCO RETAIL","07/10/2023","66-24 FOREST AVENUE RIDGEWOOD, NY 11385 (40.706926301, -73.903230407)",40.706926301,-73.903230407,"66-24 FOREST AVENUE RIDGEWOOD, NY 11385 ","360810589002003","058900"
"NYC","TIRTH CARDS & GIFTS, INC.","FLUSHING","NY",11370,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","75-20 ASTORIA BOULEVARD FLUSHING, NY 11370 (40.76512835, -73.893194671)",40.76512835,-73.893194671,"75-20 ASTORIA BOULEVARD FLUSHING, NY 11370 ","360810309041015","030904"
"NYC","FOUR NIECES, LLC","BROOKLYN","NY",11234,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","2247 UTICA AVENUE BROOKLYN, NY 11234 (40.616921131, -73.926241581)",40.616921131,-73.926241581,"2247 UTICA AVENUE BROOKLYN, NY 11234 ","360470682001003","068200"
"NYC","NAHSHAL, RIYADH M","BROOKLYN","NY",11238,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","539 PARK PLACE BROOKLYN, NY 11238 (40.675024567, -73.960188541)",40.675024567,-73.960188541,"539 PARK PLACE BROOKLYN, NY 11238 ","360470305004002","030500"
"NYC","MOUNT EVEREST MARKET & DELI INC","RIDGEWOOD","NY",11385,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","56-09 MYRTLE AVENUE RIDGEWOOD, NY 11385 (40.700274506, -73.905869952)",40.700274506,-73.905869952,"56-09 MYRTLE AVENUE RIDGEWOOD, NY 11385 ","360810551002001","055100"
"NYC","7 ELEVEN, INC.","LONG ISLAND CITY","NY",11101,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","31-31 THOMSON AVENUE LONG ISLAND CITY, NY 11101 (40.744981231, -73.934210257)",40.744981231,-73.934210257,"31-31 THOMSON AVENUE LONG ISLAND CITY, NY 11101 ","360810179021009","017902"
"NYC","NEW WAY CONVENIENCE CORP","QUEENS","NY",11433,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","10513 177TH STREET QUEENS, NY 11433 (40.703222589, -73.78088949)",40.703222589,-73.78088949,"10513 177TH STREET QUEENS, NY 11433 ","360810440003006","044000"
"NYC","SANCHEZ FAMILY DELI GROCERY CORP.","BRONX","NY",10455,"BRONX","NEW YORK CITY","DELICATESSEN","07/10/2023","703 PROSPECT AVENUE BRONX, NY 10455 (40.8162549, -73.903248177)",40.8162549,-73.903248177,"703 PROSPECT AVENUE BRONX, NY 10455 ","360050079002001","007900"
"NYC","ROYAL CLOUDZ CORP","BROOKLYN","NY",11226,"BRONX","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","2728A CHURCH AVENUE BROOKLYN, NY 11226 (40.650643562, -73.951864697)",40.650643562,-73.951864697,"2728A CHURCH AVENUE BROOKLYN, NY 11226 ","360470824004002","082400"
"NYC","LES CONVENIENCE","MANHATTAN","NY",10009,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","105 AVENUE A MANHATTAN, NY 10009 (40.725882142, -73.983847887)",40.725882142,-73.983847887,"105 AVENUE A MANHATTAN, NY 10009 ","360610032002000","003200"
"NYC","3 SISTERS DELI GROCERY NY CORP.","BROOKLYN","NY",11212,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","269 DUMONT AVENUE BROOKLYN, NY 11212 (40.66416489, -73.909588751)",40.66416489,-73.909588751,"269 DUMONT AVENUE BROOKLYN, NY 11212 ","360470924002005","092400"
"NYC","1 TAFT DELI CORP","MANHATTAN","NY",10032,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","469 SOUTHWEST 157TH STREET MANHATTAN, NY 10032 (40.832822277, -73.941668223)",40.832822277,-73.941668223,"469 SOUTHWEST 157TH STREET MANHATTAN, NY 10032 ","360610239002001","023900"
"NYC","GREEN DOOR ALTERNATIVE CORP","STATEN ISLAND","NY",10305,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","930 HYLAN BOULEVARD STATEN ISLAND, NY 10305 (40.597642502, -74.073355717)",40.597642502,-74.073355717,"930 HYLAN BOULEVARD STATEN ISLAND, NY 10305 ","360850064002000","006400"
"NYC","PARK SLOPE BEER INC","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","302 9TH AVENUE BROOKLYN, NY 11215 (40.669120397, -73.98654862)",40.669120397,-73.98654862,"302 9TH AVENUE BROOKLYN, NY 11215 ","360470139004000","013900"
"NYC","B & J EAST HARLEM CANDY CORP","MANHATTAN","NY",10029,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","300 EAST 106TH STREET MANHATTAN, NY 10029 (40.790354442, -73.942181111)",40.790354442,-73.942181111,"300 EAST 106TH STREET MANHATTAN, NY 10029 ","360610170003000","017000"
"NYC","STOP & GO MINI MART NY INC","FLUSHING","NY",11354,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","13647 ROOSEVELT AVENUE FLUSHING, NY 11354 (40.76011417, -73.828444133)",40.76011417,-73.828444133,"13647 ROOSEVELT AVENUE FLUSHING, NY 11354 ","360810871002003","087100"
"NYC","ELEVATED CONVENIENCE CORP.","QUEENS","NY",11419,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","13201 LIBERTY  AVENUE QUEENS, NY 11419 (40.69070627, -73.814127675)",40.69070627,-73.814127675,"13201 LIBERTY  AVENUE QUEENS, NY 11419 ","360810158012001","015801"
"NYC","74-39 MEAT CORP.","WOODHAVEN","NY",11421,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","74-39 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.691675302, -73.866854037)",40.691675302,-73.866854037,"74-39 JAMAICA AVENUE WOODHAVEN, NY 11421 ","360810002002004","000200"
"NYC","AKSHAR 108 INC.","FOREST HILLS","NY",11375,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","64-15 108TH STREET FOREST HILLS, NY 11375 (40.732628359, -73.849191439)",40.732628359,-73.849191439,"64-15 108TH STREET FOREST HILLS, NY 11375 ","360810743001002","074300"
"NYC","HARLEM GROUP J W CORP","BRONX","NY",10452,"BRONX","NEW YORK CITY","TOBACCO RETAIL","07/10/2023","886 GERARD AVENUE BRONX, NY 10452 (40.828049118, -73.924483226)",40.828049118,-73.924483226,"886 GERARD AVENUE BRONX, NY 10452 ","360050195002004","019500"
"NYC","EZ SMOKE SHOP AND VAPE CORP","BROOKLYN","NY",11216,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","849 SAINT JOHNS PLACE BROOKLYN, NY 11216 (40.671739197, -73.950003774)",40.671739197,-73.950003774,"849 SAINT JOHNS PLACE BROOKLYN, NY 11216 ","360470317021000","031702"
"NYC","STAR SERVICE STATION INC","LAUTRELTON","NY",11413,"QUEENS","NEW YORK CITY","GAS STATION","07/10/2023","228-20 MERRICK BOULEVARD LAUTRELTON, NY 11413 (40.676203524, -73.741785481)",40.676203524,-73.741785481,"228-20 MERRICK BOULEVARD LAUTRELTON, NY 11413 ","360810632002006","063200"
"NYC","138-15 GREEN JOY CONVENIENCE CORP.","JAMAICA","NY",11435,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","138-15 84TH DRIVE JAMAICA, NY 11435 (40.709358394, -73.818120981)",40.709358394,-73.818120981,"138-15 84TH DRIVE JAMAICA, NY 11435 ","360810220024003","022002"
"NYC","THE ALAMO DELICATESSEN INC","BRONX","NY",10457,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","239 EAST 181ST STREET BRONX, NY 10457 (40.854425501, -73.900336639)",40.854425501,-73.900336639,"239 EAST 181ST STREET BRONX, NY 10457 ","360050381002000","038100"
"NYC","1624 SMOKE SHOP CORP","BROOKLYN","NY",11226,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1624 NEWKIRK AVENUE BROOKLYN, NY 11226 (40.636177631000066, -73.96171521999997)",40.6361776310001,-73.96171522,"1624 NEWKIRK AVENUE BROOKLYN, NY 11226 ","360470518003002","051800"
"NYC","JESSICA DELI GROCERY CORP.","BROOKLYN","NY",11221,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","418 JEFFERSON AVENUE BROOKLYN, NY 11221 (40.684222239, -73.941015105)",40.684222239,-73.941015105,"418 JEFFERSON AVENUE BROOKLYN, NY 11221 ","360470275002002","027500"
"NYC","GOODIES BOWERY INC","MANHATTAN","NY",10012,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","324 BOWERY MANHATTAN, NY 10012 (40.725478679, -73.992365493)",40.725478679,-73.992365493,"324 BOWERY MANHATTAN, NY 10012 ","360610055021003","005502"
"NYC","MORRISON DELI & GROCERY LLC","BRONX","NY",10472,"BRONX","NEW YORK CITY","DELICATESSEN","07/10/2023","1623 WESTCHESTER AVENUE BRONX, NY 10472 (40.829717997, -73.87442365)",40.829717997,-73.87442365,"1623 WESTCHESTER AVENUE BRONX, NY 10472 ","360050062005002","006200"
"NYC","CABRERA'S DELI GROCERY INC","CORONA","NY",11368,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","108-06 39TH AVENUE CORONA, NY 11368 (40.751512368, -73.85890003)",40.751512368,-73.85890003,"108-06 39TH AVENUE CORONA, NY 11368 ","360810401022003","040102"
"NYC","YOURS WHOLESOME FOOD NO 1 INC","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","599 4TH AVENUE BROOKLYN, NY 11215 (40.664743409, -73.993280546)",40.664743409,-73.993280546,"599 4TH AVENUE BROOKLYN, NY 11215 ","360470143001005","014300"
"NYC","STAR CLARKSON DELI GROCERY CORP.","BROOKLYN","NY",11203,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","830 CLARKSON AVENUE BROOKLYN, NY 11203 (40.656529269, -73.930690444)",40.656529269,-73.930690444,"830 CLARKSON AVENUE BROOKLYN, NY 11203 ","360470868001002","086800"
"NYC","B-A DELI MART INC","BRONX","NY",10469,"BRONX","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","1360 EAST GUN HILL ROAD BRONX, NY 10469 (40.870239051, -73.846139756)",40.870239051,-73.846139756,"1360 EAST GUN HILL ROAD BRONX, NY 10469 ","360050350001003","035000"
"NYC","RMDP NEWS INC.","RIDGEWOOD","NY",11385,"QUEENS","NEW YORK CITY","STAND","07/10/2023","19-36 PUTNAM AVENUE RIDGEWOOD, NY 11385 (40.703868814, -73.902937407)",40.703868814,-73.902937407,"19-36 PUTNAM AVENUE RIDGEWOOD, NY 11385 ","360810585003001","058500"
"NYC","PERLA MARINA DELI GROCERY CORP","BRONX","NY",10455,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","766 EAST 152ND STREET BRONX, NY 10455 (40.815589629, -73.906467079)",40.815589629,-73.906467079,"766 EAST 152ND STREET BRONX, NY 10455 ","360050073001000","007300"
"NYC","MIDTOWN CONVENIENCE INC","MANHATTAN","NY",10022,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1095 2ND AVENUE MANHATTAN, NY 10022 (40.759830778, -73.965140569)",40.759830778,-73.965140569,"1095 2ND AVENUE MANHATTAN, NY 10022 ","360610108031001","010803"
"NYC","QUEEN BEE FOOD STORE INC.","FLUSHING","NY",11358,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","43-82 162ND STREET FLUSHING, NY 11358 (40.756564434, -73.804650257)",40.756564434,-73.804650257,"43-82 162ND STREET FLUSHING, NY 11358 ","360811191001000","119100"
"NYC","TRK USA CORP","WOODSIDE","NY",11377,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","64-02 ROOSEVELT AVENUE WOODSIDE, NY 11377 (40.745834173, -73.899916454)",40.745834173,-73.899916454,"64-02 ROOSEVELT AVENUE WOODSIDE, NY 11377 ","360810261004005","026100"
"NYC","ZACK MINI MARKET DELI & GROCERY CORP.","BRONX","NY",10453,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","105 EAST 175TH STREET BRONX, NY 10453 (40.846979018, -73.910289898)",40.846979018,-73.910289898,"105 EAST 175TH STREET BRONX, NY 10453 ","360050227012003","022701"
