GEOID,NAME,pov_level_estimate,med_inc_estimate,pov_level_moe,med_inc_moe,census_tract,counts
36005017500,"Census Tract 175, Bronx County, New York",6747,25767,1109,6336,36005017500,7
36047044800,"Census Tract 448, Kings County, New York",1884,67750,264,11307,36047044800,1
36085023100,"Census Tract 231, Richmond County, New York",5225,80234,911,18628,36085023100,3
36005023501,"Census Tract 235.01, Bronx County, New York",3325,31786,570,16136,36005023501,2
36081079200,"Census Tract 792, Queens County, New York",2623,68871,512,24428,36081079200,1
36005021602,"Census Tract 216.02, Bronx County, New York",6165,54410,878,7985,36005021602,4
36005004300,"Census Tract 43, Bronx County, New York",5514,25534,697,7655,36005004300,10
36081088902,"Census Tract 889.02, Queens County, New York",5580,50307,1011,12020,36081088902,3
36047041700,"Census Tract 417, Kings County, New York",3330,24948,724,2585,36047041700,3
36047096800,"Census Tract 968, Kings County, New York",1511,91080,369,15545,36047096800,5
36081109700,"Census Tract 1097, Queens County, New York",1714,103958,289,11518,36081109700,2
36047094401,"Census Tract 944.01, Kings County, New York",3310,75000,516,16209,36047094401,2
36081011000,"Census Tract 110, Queens County, New York",3157,85833,594,27865,36081011000,1
36005006700,"Census Tract 67, Bronx County, New York",6993,15957,1404,3536,36005006700,9
36047018000,"Census Tract 180, Kings County, New York",3253,59033,855,23058,36047018000,3
36005042100,"Census Tract 421, Bronx County, New York",5835,48943,737,11433,36005042100,7
36081005800,"Census Tract 58, Queens County, New York",6643,83265,998,7276,36081005800,8
36081157102,"Census Tract 1571.02, Queens County, New York",2289,111250,342,26128,36081157102,1
36081009100,"Census Tract 91, Queens County, New York",2170,85197,461,29633,36081009100,1
36085030302,"Census Tract 303.02, Richmond County, New York",6638,85842,713,18154,36085030302,8
36047072200,"Census Tract 722, Kings County, New York",3165,60048,545,28656,36047072200,4
36081009800,"Census Tract 98, Queens County, New York",2759,91641,476,17714,36081009800,4
36081061800,"Census Tract 618, Queens County, New York",1832,92670,308,18357,36081061800,1
36081040302,"Census Tract 403.02, Queens County, New York",4401,70192,821,12300,36081040302,2
36047056301,"Census Tract 563.01, Kings County, New York",4384,121250,800,28602,36047056301,4
36081065401,"Census Tract 654.01, Queens County, New York",3794,100313,498,8729,36081065401,5
36081036100,"Census Tract 361, Queens County, New York",2129,67225,417,26495,36081036100,3
36081024500,"Census Tract 245, Queens County, New York",5095,59078,986,12002,36081024500,2
36081014202,"Census Tract 142.02, Queens County, New York",2267,67450,431,46665,36081014202,2
36081048302,"Census Tract 483.02, Queens County, New York",2300,78592,613,13723,36081048302,2
36081113900,"Census Tract 1139, Queens County, New York",3997,66081,532,20663,36081113900,3
36047090000,"Census Tract 900, Kings County, New York",4517,38088,937,16442,36047090000,5
36005023200,"Census Tract 232, Bronx County, New York",2517,53266,326,5940,36005023200,2
36061010400,"Census Tract 104, New York County, New York",828,165000,192,57967,36061010400,1
36081049900,"Census Tract 499, Queens County, New York",5705,65270,828,12484,36081049900,1
36085012804,"Census Tract 128.04, Richmond County, New York",4565,84706,784,21895,36085012804,1
36047025400,"Census Tract 254, Kings County, New York",3306,77465,713,14276,36047025400,1
36005015800,"Census Tract 158, Bronx County, New York",1422,59375,331,15138,36005015800,1
36081053401,"Census Tract 534.01, Queens County, New York",2048,106833,513,9570,36081053401,3
36081013000,"Census Tract 130, Queens County, New York",1861,65106,479,30131,36081013000,1
36047050801,"Census Tract 508.01, Kings County, New York",3718,70134,532,24469,36047050801,5
36061023200,"Census Tract 232, New York County, New York",9153,35357,1518,11058,36061023200,2
36005004100,"Census Tract 41, Bronx County, New York",5773,20551,1390,6544,36005004100,5
36047015300,"Census Tract 153, Kings County, New York",2730,106750,330,33078,36047015300,4
36061023803,"Census Tract 238.03, New York County, New York",3483,83529,476,33544,36061023803,1
36047087800,"Census Tract 878, Kings County, New York",2430,56875,314,9497,36047087800,1
36081030906,"Census Tract 309.06, Queens County, New York",3314,64799,523,8604,36081030906,3
36047020300,"Census Tract 203, Kings County, New York",1849,173125,313,46382,36047020300,4
36081095400,"Census Tract 954, Queens County, New York",6609,75781,938,9375,36081095400,2
36081120100,"Census Tract 1201, Queens County, New York",1416,65156,458,12556,36081120100,1
36081073100,"Census Tract 731, Queens County, New York",1658,145529,270,11385,36081073100,4
36047036300,"Census Tract 363, Kings County, New York",5861,36037,944,8972,36047036300,5
36047095800,"Census Tract 958, Kings County, New York",3378,69120,611,16881,36047095800,1
36081122702,"Census Tract 1227.02, Queens County, New York",6454,32378,1011,10298,36081122702,1
36081043702,"Census Tract 437.02, Queens County, New York",8406,55573,1214,8280,36081043702,2
36081126500,"Census Tract 1265, Queens County, New York",1843,123906,329,31691,36081126500,1
36047062200,"Census Tract 622, Kings County, New York",2616,82422,475,34567,36047062200,2
36081023200,"Census Tract 232, Queens County, New York",5542,81650,1031,31427,36081023200,1
36047044100,"Census Tract 441, Kings County, New York",5479,53594,1091,8663,36047044100,8
36081043900,"Census Tract 439, Queens County, New York",3362,44886,833,19751,36081043900,8
36047022600,"Census Tract 226, Kings County, New York",2478,75714,690,16003,36047022600,1
36081012800,"Census Tract 128, Queens County, New York",2276,86607,273,21827,36081012800,3
36085021300,"Census Tract 213, Richmond County, New York",4983,74141,1012,14022,36085021300,7
36047051700,"Census Tract 517, Kings County, New York",2857,171375,433,25027,36047051700,3
36047096400,"Census Tract 964, Kings County, New York",2457,67763,403,26197,36047096400,1
36047086000,"Census Tract 860, Kings County, New York",3321,66531,659,12858,36047086000,2
36047039100,"Census Tract 391, Kings County, New York",3844,93964,633,9098,36047039100,3
36081054800,"Census Tract 548, Queens County, New York",2635,90208,348,35039,36081054800,1
36047058901,"Census Tract 589.01, Kings County, New York",1804,95357,242,22194,36047058901,2
36081046901,"Census Tract 469.01, Queens County, New York",4961,62583,1236,18006,36081046901,3
36047048200,"Census Tract 482, Kings County, New York",5545,53804,885,10302,36047048200,2
36081112300,"Census Tract 1123, Queens County, New York",2226,107500,349,28144,36081112300,7
36005046207,"Census Tract 462.07, Bronx County, New York",6351,56157,1428,13611,36005046207,2
36081052400,"Census Tract 524, Queens County, New York",2308,109477,337,13444,36081052400,1
36047028400,"Census Tract 284, Kings County, New York",3614,63009,444,13972,36047028400,5
36005012102,"Census Tract 121.02, Bronx County, New York",1452,27281,285,8135,36005012102,4
36047006400,"Census Tract 64, Kings County, New York",3260,93938,498,16149,36047006400,2
36081017200,"Census Tract 172, Queens County, New York",2129,71902,429,20961,36081017200,1
36005025200,"Census Tract 252, Bronx County, New York",2548,71042,352,17495,36005025200,3
36081048000,"Census Tract 480, Queens County, New York",2512,86450,511,24656,36081048000,5
36005034800,"Census Tract 348, Bronx County, New York",6184,42537,1012,9407,36005034800,4
36081021200,"Census Tract 212, Queens County, New York",2907,60700,518,16239,36081021200,7
36047001100,"Census Tract 11, Kings County, New York",1508,154167,254,34801,36047001100,4
36081027600,"Census Tract 276, Queens County, New York",1586,69875,500,47364,36081027600,1
36081024700,"Census Tract 247, Queens County, New York",1438,66042,309,28779,36081024700,1
36081105900,"Census Tract 1059, Queens County, New York",3947,105721,766,29926,36081105900,1
36085017011,"Census Tract 170.11, Richmond County, New York",4890,119352,657,16071,36085017011,3
36085006700,"Census Tract 67, Richmond County, New York",2702,129722,414,57690,36085006700,4
36047057000,"Census Tract 570, Kings County, New York",3630,69987,524,22401,36047057000,5
36047037000,"Census Tract 370, Kings County, New York",4295,81000,652,17310,36047037000,2
36081026400,"Census Tract 264, Queens County, New York",2668,71042,396,21550,36081026400,2
36081006900,"Census Tract 69, Queens County, New York",3659,123375,657,38297,36081006900,5
36047045400,"Census Tract 454, Kings County, New York",1737,96875,593,13657,36047045400,5
36005036901,"Census Tract 369.01, Bronx County, New York",2141,23854,381,12184,36005036901,2
36005034300,"Census Tract 343, Bronx County, New York",1712,83991,279,16557,36005034300,2
36005039902,"Census Tract 399.02, Bronx County, New York",5570,46174,728,8788,36005039902,10
36047040000,"Census Tract 400, Kings County, New York",3034,51991,663,7268,36047040000,4
36005009200,"Census Tract 92, Bronx County, New York",6087,54924,780,10584,36005009200,10
36005002500,"Census Tract 25, Bronx County, New York",5642,25954,677,9864,36005002500,13
36047034500,"Census Tract 345, Kings County, New York",2785,50982,686,22996,36047034500,4
36081084901,"Census Tract 849.01, Queens County, New York",2400,48191,761,23378,36081084901,3
36081048301,"Census Tract 483.01, Queens County, New York",2105,60298,387,21528,36081048301,1
36061013100,"Census Tract 131, New York County, New York",2780,97240,340,25909,36061013100,1
36081060100,"Census Tract 601, Queens County, New York",2512,96953,406,27075,36081060100,3
36005031200,"Census Tract 312, Bronx County, New York",1832,102188,384,17006,36005031200,2
36061010200,"Census Tract 102, New York County, New York",214,83857,132,34506,36061010200,1
36047038100,"Census Tract 381, Kings County, New York",5605,52131,685,17946,36047038100,4
36047030500,"Census Tract 305, Kings County, New York",6858,112854,588,19704,36047030500,6
36005017300,"Census Tract 173, Bronx County, New York",6363,29063,891,16284,36005017300,4
36047010802,"Census Tract 108.02, Kings County, New York",2413,49750,768,17475,36047010802,1
36081020500,"Census Tract 205, Queens County, New York",1300,61023,303,13237,36081020500,1
36061011300,"Census Tract 113, New York County, New York",107,81667,37,8561,36061011300,4
36081002500,"Census Tract 25, Queens County, New York",6046,21065,967,3434,36081002500,1
36047027900,"Census Tract 279, Kings County, New York",3454,77220,620,11633,36047027900,4
36047092800,"Census Tract 928, Kings County, New York",2745,69149,570,24657,36047092800,1
36061003200,"Census Tract 32, New York County, New York",8000,82984,1339,13187,36061003200,6
36047016200,"Census Tract 162, Kings County, New York",2369,87552,340,16973,36047016200,1
36047042200,"Census Tract 422, Kings County, New York",3624,60918,688,25849,36047042200,4
36047152200,"Census Tract 1522, Kings County, New York",3577,205227,661,94701,36047152200,3
36061016400,"Census Tract 164, New York County, New York",8041,25156,1244,11184,36061016400,1
36005017901,"Census Tract 179.01, Bronx County, New York",4751,42774,824,14613,36005017901,3
36005005200,"Census Tract 52, Bronx County, New York",1833,21397,269,10292,36005005200,1
36047020600,"Census Tract 206, Kings County, New York",2691,95114,410,35323,36047020600,1
36005040800,"Census Tract 408, Bronx County, New York",4976,34341,867,8936,36005040800,1
36047035301,"Census Tract 353.01, Kings County, New York",2731,39107,563,9754,36047035301,3
36047081800,"Census Tract 818, Kings County, New York",4012,80000,578,21718,36047081800,3
36081065702,"Census Tract 657.02, Queens County, New York",1365,74511,238,12153,36081065702,3
36085009701,"Census Tract 97.01, Richmond County, New York",4288,106075,543,19292,36085009701,1
36047078000,"Census Tract 780, Kings County, New York",2407,92391,550,34153,36047078000,1
36005017902,"Census Tract 179.02, Bronx County, New York",4138,36614,837,5520,36005017902,2
36047027300,"Census Tract 273, Kings County, New York",3895,78555,806,24365,36047027300,1
36061012101,"Census Tract 121.01, New York County, New York",2886,54850,688,26764,36061012101,3
36047049100,"Census Tract 491, Kings County, New York",6993,36653,1125,13741,36047049100,7
36047005400,"Census Tract 54, Kings County, New York",3364,74874,543,14893,36047005400,3
36047049302,"Census Tract 493.02, Kings County, New York",5262,47238,694,29442,36047049302,10
36085024700,"Census Tract 247, Richmond County, New York",2879,74263,546,50479,36085024700,4
36005029600,"Census Tract 296, Bronx County, New York",1778,51932,279,10326,36005029600,2
36081065600,"Census Tract 656, Queens County, New York",4754,97850,852,19077,36081065600,2
36047048100,"Census Tract 481, Kings County, New York",3053,81613,852,19448,36047048100,5
36081059600,"Census Tract 596, Queens County, New York",1531,69107,322,29189,36081059600,1
36081059800,"Census Tract 598, Queens County, New York",1850,93808,570,6279,36081059800,1
36047014000,"Census Tract 140, Kings County, New York",2036,53839,420,23191,36047014000,4
36081041500,"Census Tract 415, Queens County, New York",4656,59978,922,20566,36081041500,4
36081009700,"Census Tract 97, Queens County, New York",3981,112083,520,23919,36081009700,5
36047057400,"Census Tract 574, Kings County, New York",2983,87893,414,16312,36047057400,2
36005035000,"Census Tract 350, Bronx County, New York",2197,64172,369,16262,36005035000,5
36047043900,"Census Tract 439, Kings County, New York",3897,80286,625,27400,36047043900,8
36005019400,"Census Tract 194, Bronx County, New York",2162,63452,377,13509,36005019400,2
36005022403,"Census Tract 224.03, Bronx County, New York",3061,80140,407,14574,36005022403,5
36081020600,"Census Tract 206, Queens County, New York",1729,72188,414,25562,36081020600,2
36005037200,"Census Tract 372, Bronx County, New York",2141,51705,439,22477,36005037200,1
36047003400,"Census Tract 34, Kings County, New York",3536,88897,503,19273,36047003400,1
36081049301,"Census Tract 493.01, Queens County, New York",2467,68125,466,19130,36081049301,1
36047117602,"Census Tract 1176.02, Kings County, New York",2776,53444,545,4397,36047117602,4
36005022701,"Census Tract 227.01, Bronx County, New York",4790,32773,570,13696,36005022701,6
36085027706,"Census Tract 277.06, Richmond County, New York",3612,73322,708,38353,36085027706,6
36047019700,"Census Tract 197, Kings County, New York",3741,107149,465,49898,36047019700,3
36047025800,"Census Tract 258, Kings County, New York",4849,58490,689,10697,36047025800,3
36081010800,"Census Tract 108, Queens County, New York",3370,88636,566,19197,36081010800,1
36005011900,"Census Tract 119, Bronx County, New York",6168,32007,1053,6069,36005011900,8
36081097204,"Census Tract 972.04, Queens County, New York",3524,56586,869,10301,36081097204,3
36081052500,"Census Tract 525, Queens County, New York",2647,66667,413,14371,36081052500,4
36047000700,"Census Tract 7, Kings County, New York",3997,186422,482,35452,36047000700,4
36081036700,"Census Tract 367, Queens County, New York",2142,50855,442,23818,36081036700,1
36047007200,"Census Tract 72, Kings County, New York",1843,46094,401,16263,36047007200,2
36005037300,"Census Tract 373, Bronx County, New York",6622,47650,1370,32166,36005037300,4
36081050201,"Census Tract 502.01, Queens County, New York",1645,79342,348,18112,36081050201,1
36047051001,"Census Tract 510.01, Kings County, New York",4491,54246,1007,12387,36047051001,3
36005020601,"Census Tract 206.01, Bronx County, New York",2415,53750,530,20356,36005020601,2
36005021302,"Census Tract 213.02, Bronx County, New York",5865,19660,967,17282,36005021302,3
36047032500,"Census Tract 325, Kings County, New York",6321,58641,859,11402,36047032500,3
36005009800,"Census Tract 98, Bronx County, New York",4569,73622,663,10155,36005009800,3
36047022900,"Census Tract 229, Kings County, New York",4067,122989,645,23305,36047022900,1
36005015300,"Census Tract 153, Bronx County, New York",4169,32060,744,20109,36005015300,1
36005016400,"Census Tract 164, Bronx County, New York",1074,66681,201,17662,36005016400,1
36005022102,"Census Tract 221.02, Bronx County, New York",5995,40500,776,11677,36005022102,5
36005042902,"Census Tract 429.02, Bronx County, New York",4063,42331,465,9830,36005042902,3
36005019700,"Census Tract 197, Bronx County, New York",7479,31008,1085,19211,36005019700,7
36047007600,"Census Tract 76, Kings County, New York",5327,59583,1257,10144,36047007600,5
36081019400,"Census Tract 194, Queens County, New York",3185,84609,378,13193,36081019400,1
36081091603,"Census Tract 916.03, Queens County, New York",3782,113047,867,26222,36081091603,1
36005003900,"Census Tract 39, Bronx County, New York",6671,20049,1219,9732,36005003900,9
36047082200,"Census Tract 822, Kings County, New York",7427,66323,1420,18642,36047082200,2
36047033500,"Census Tract 335, Kings County, New York",2860,76771,506,16547,36047033500,1
36081046800,"Census Tract 468, Queens County, New York",3801,74669,636,10396,36081046800,6
36081025401,"Census Tract 254.01, Queens County, New York",4680,78056,1367,30948,36081025401,2
36081157902,"Census Tract 1579.02, Queens County, New York",4160,88355,715,33939,36081157902,1
36081120500,"Census Tract 1205, Queens County, New York",2722,25292,491,14752,36081120500,2
36047018501,"Census Tract 185.01, Kings County, New York",4759,41571,604,7357,36047018501,1
36047009001,"Census Tract 90.01, Kings County, New York",1388,63631,277,18143,36047009001,1
36047006700,"Census Tract 67, Kings County, New York",4068,193750,523,40200,36047006700,2
36047019900,"Census Tract 199, Kings County, New York",3614,118996,534,10814,36047019900,1
36047004900,"Census Tract 49, Kings County, New York",2448,157431,387,25602,36047004900,1
36081001800,"Census Tract 18, Queens County, New York",3058,101285,624,16764,36081001800,2
36081041100,"Census Tract 411, Queens County, New York",4370,62870,839,13021,36081041100,3
36081040301,"Census Tract 403.01, Queens County, New York",3141,32339,745,28617,36081040301,2
36047093400,"Census Tract 934, Kings County, New York",2585,79595,333,8916,36047093400,1
36061008100,"Census Tract 81, New York County, New York",7245,144375,1119,24960,36061008100,1
36081071701,"Census Tract 717.01, Queens County, New York",5438,61426,1060,11628,36081071701,6
36081069500,"Census Tract 695, Queens County, New York",2360,100903,419,9302,36081069500,1
36061009200,"Census Tract 92, New York County, New York",1501,153661,289,41678,36061009200,2
36081066900,"Census Tract 669, Queens County, New York",1625,90078,278,26020,36081066900,2
36047040600,"Census Tract 406, Kings County, New York",3992,66196,613,10677,36047040600,2
36081048200,"Census Tract 482, Queens County, New York",1345,68942,259,18625,36081048200,1
36061003601,"Census Tract 36.01, New York County, New York",2940,44193,389,15883,36061003601,1
36061022000,"Census Tract 220, New York County, New York",6540,95761,975,7901,36061022000,1
36005014702,"Census Tract 147.02, Bronx County, New York",5157,18033,845,10267,36005014702,1
36047006800,"Census Tract 68, Kings County, New York",4648,65964,777,14404,36047006800,9
36047056600,"Census Tract 566, Kings County, New York",2679,88472,530,9646,36047056600,1
36005042000,"Census Tract 420, Bronx County, New York",4471,31558,834,11541,36005042000,5
36047083600,"Census Tract 836, Kings County, New York",2031,85449,386,11025,36047083600,3
36005038303,"Census Tract 383.03, Bronx County, New York",3775,20436,696,7503,36005038303,1
36047059000,"Census Tract 590, Kings County, New York",2025,80147,348,18410,36047059000,1
36085017300,"Census Tract 173, Richmond County, New York",2372,39974,364,11493,36085017300,2
36047049900,"Census Tract 499, Kings County, New York",2088,88958,351,31431,36047049900,3
36081096400,"Census Tract 964, Queens County, New York",6904,83438,983,15024,36081096400,1
36081146300,"Census Tract 1463, Queens County, New York",2345,74370,418,3325,36081146300,2
36081029100,"Census Tract 291, Queens County, New York",5964,58226,808,5107,36081029100,1
36005000400,"Census Tract 4, Bronx County, New York",6000,98090,903,18180,36005000400,4
36047078602,"Census Tract 786.02, Kings County, New York",2112,54030,349,12868,36047078602,1
36047037500,"Census Tract 375, Kings County, New York",3264,68594,557,29643,36047037500,7
36047037300,"Census Tract 373, Kings County, New York",4816,62542,734,13958,36047037300,2
36061002602,"Census Tract 26.02, New York County, New York",3666,68537,560,23736,36061002602,1
36047040400,"Census Tract 404, Kings County, New York",2563,80000,336,45587,36047040400,1
36081037502,"Census Tract 375.02, Queens County, New York",2705,61673,697,9348,36081037502,2
36047088800,"Census Tract 888, Kings County, New York",4191,44754,701,13783,36047088800,2
36081000800,"Census Tract 8, Queens County, New York",3312,80577,554,34097,36081000800,1
36047041800,"Census Tract 418, Kings County, New York",2746,55000,525,15808,36047041800,3
36047074600,"Census Tract 746, Kings County, New York",2596,91000,719,30591,36047074600,3
36047056100,"Census Tract 561, Kings County, New York",3751,126159,508,17478,36047056100,7
36081040502,"Census Tract 405.02, Queens County, New York",2254,82011,619,23367,36081040502,6
36061029100,"Census Tract 291, New York County, New York",12406,50106,1629,7470,36061029100,2
36005039500,"Census Tract 395, Bronx County, New York",4268,25211,928,15410,36005039500,5
36081101004,"Census Tract 1010.04, Queens County, New York",6699,43168,1081,9310,36081101004,4
36081027301,"Census Tract 273.01, Queens County, New York",3158,44049,1035,10350,36081027301,5
36081046500,"Census Tract 465, Queens County, New York",4618,74205,822,12426,36081046500,7
36047014800,"Census Tract 148, Kings County, New York",1249,85625,307,41287,36047014800,2
36047029300,"Census Tract 293, Kings County, New York",3553,47375,561,31160,36047029300,3
36085005901,"Census Tract 59.01, Richmond County, New York",3315,77238,509,18759,36085005901,2
36047024800,"Census Tract 248, Kings County, New York",2506,68063,405,11466,36047024800,3
36047056500,"Census Tract 565, Kings County, New York",3397,110673,378,12112,36047056500,3
36047089600,"Census Tract 896, Kings County, New York",3272,21553,611,15485,36047089600,1
36005013000,"Census Tract 130, Bronx County, New York",1297,55333,440,22188,36005013000,1
36081116302,"Census Tract 1163.02, Queens County, New York",4036,60916,928,23372,36081116302,2
36005022404,"Census Tract 224.04, Bronx County, New York",4736,62656,577,15589,36005022404,2
36047013500,"Census Tract 135, Kings County, New York",4223,190781,639,39578,36047013500,3
36085031902,"Census Tract 319.02, Richmond County, New York",5275,76066,716,35257,36085031902,1
36081027500,"Census Tract 275, Queens County, New York",6631,47383,1061,15951,36081027500,3
36061021800,"Census Tract 218, New York County, New York",5979,42796,1030,24647,36061021800,1
36061017300,"Census Tract 173, New York County, New York",8867,116969,1286,31015,36061017300,1
36047119000,"Census Tract 1190, Kings County, New York",2366,48375,508,25269,36047119000,3
36047038800,"Census Tract 388, Kings County, New York",4691,76311,741,20723,36047038800,3
36081116301,"Census Tract 1163.01, Queens County, New York",4117,30642,718,8670,36081116301,3
36081103202,"Census Tract 1032.02, Queens County, New York",8083,72279,1452,21338,36081103202,4
36047060600,"Census Tract 606, Kings County, New York",2855,71994,408,16054,36047060600,9
36061016900,"Census Tract 169, New York County, New York",7921,153854,980,36359,36061016900,1
36081038400,"Census Tract 384, Queens County, New York",2428,92118,484,10922,36081038400,2
36081032900,"Census Tract 329, Queens County, New York",3238,53603,796,31590,36081032900,3
36081070900,"Census Tract 709, Queens County, New York",3161,105167,482,17904,36081070900,1
36081018501,"Census Tract 185.01, Queens County, New York",3429,63710,371,12725,36081018501,2
36047057901,"Census Tract 579.01, Kings County, New York",1268,121031,290,14890,36047057901,2
36047088200,"Census Tract 882, Kings County, New York",6411,48200,1375,12751,36047088200,2
36081108500,"Census Tract 1085, Queens County, New York",2577,60761,425,10915,36081108500,1
36047010000,"Census Tract 100, Kings County, New York",5425,53500,1075,16634,36047010000,2
36081079000,"Census Tract 790, Queens County, New York",2690,81573,521,20919,36081079000,1
36081081800,"Census Tract 818, Queens County, New York",4177,88068,787,21366,36081081800,6
36005021700,"Census Tract 217, Bronx County, New York",5192,40794,667,6991,36005021700,5
36061021600,"Census Tract 216, New York County, New York",9325,58297,1166,8978,36061021600,3
36047053800,"Census Tract 538, Kings County, New York",5754,63750,979,14146,36047053800,6
36047029600,"Census Tract 296, Kings County, New York",6037,53825,906,19082,36047029600,5
36005026500,"Census Tract 265, Bronx County, New York",7320,53177,1252,10133,36005026500,6
36047055600,"Census Tract 556, Kings County, New York",4068,60458,691,11573,36047055600,1
36085014606,"Census Tract 146.06, Richmond County, New York",5732,92012,928,22037,36085014606,5
36005015500,"Census Tract 155, Bronx County, New York",3089,35559,625,10014,36005015500,6
36081037501,"Census Tract 375.01, Queens County, New York",1600,58179,353,12423,36081037501,3
36047111800,"Census Tract 1118, Kings County, New York",3926,75299,952,30405,36047111800,2
36061010300,"Census Tract 103, New York County, New York",2565,110756,542,30045,36061010300,1
36047067600,"Census Tract 676, Kings County, New York",1847,89265,416,19500,36047067600,1
36081039800,"Census Tract 398, Queens County, New York",1792,113194,400,30954,36081039800,3
36061015200,"Census Tract 152, New York County, New York",8122,114406,904,19296,36061015200,2
36081055500,"Census Tract 555, Queens County, New York",2378,81000,448,36558,36081055500,4
36047041500,"Census Tract 415, Kings County, New York",4472,84072,701,18870,36047041500,3
36061003700,"Census Tract 37, New York County, New York",3338,211979,636,96997,36061003700,1
36061003002,"Census Tract 30.02, New York County, New York",3126,73607,334,19994,36061003002,1
36005023600,"Census Tract 236, Bronx County, New York",1592,42121,380,18531,36005023600,7
36005051601,"Census Tract 516.01, Bronx County, New York",4417,118972,868,20071,36005051601,3
36047018200,"Census Tract 182, Kings County, New York",3612,59410,631,21007,36047018200,4
36085000900,"Census Tract 9, Richmond County, New York",1924,63542,473,30218,36085000900,1
36081054900,"Census Tract 549, Queens County, New York",6059,82727,942,3287,36081054900,9
36047085600,"Census Tract 856, Kings County, New York",3947,71141,638,15050,36047085600,2
36047036002,"Census Tract 360.02, Kings County, New York",4306,30136,620,19770,36047036002,5
36047057800,"Census Tract 578, Kings County, New York",2944,60823,443,18152,36047057800,6
36047022000,"Census Tract 220, Kings County, New York",5127,39321,817,9867,36047022000,4
36047048000,"Census Tract 480, Kings County, New York",3324,26159,799,8263,36047048000,3
36047046201,"Census Tract 462.01, Kings County, New York",2287,38050,498,25548,36047046201,2
36005014400,"Census Tract 144, Bronx County, New York",5643,18906,1037,8561,36005014400,1
36047115600,"Census Tract 1156, Kings County, New York",4281,25842,592,8258,36047115600,6
36005021002,"Census Tract 210.02, Bronx County, New York",8192,61940,1529,8454,36005021002,1
36061013700,"Census Tract 137, New York County, New York",6579,164849,1107,50329,36061013700,2
36085027301,"Census Tract 273.01, Richmond County, New York",4034,87303,500,28335,36085027301,2
36081062500,"Census Tract 625, Queens County, New York",2388,80625,406,24006,36081062500,4
36005009301,"Census Tract 93.01, Bronx County, New York",4794,39606,943,9893,36005009301,6
36005027700,"Census Tract 277, Bronx County, New York",4338,31500,598,12791,36005027700,3
36061015801,"Census Tract 158.01, New York County, New York",4644,165481,511,36054,36061015801,1
36081060300,"Census Tract 603, Queens County, New York",2042,90074,426,37153,36081060300,4
36081067100,"Census Tract 671, Queens County, New York",2611,104839,327,8116,36081067100,2
36047000900,"Census Tract 9, Kings County, New York",4260,198590,567,54280,36047000900,6
36047004500,"Census Tract 45, Kings County, New York",3613,152157,672,5366,36047004500,4
36081027000,"Census Tract 270, Queens County, New York",2227,106797,633,31847,36081027000,1
36081001901,"Census Tract 19.01, Queens County, New York",1339,197426,467,82078,36081001901,1
36061010100,"Census Tract 101, New York County, New York",1683,101500,570,33110,36061010100,1
36081029400,"Census Tract 294, Queens County, New York",7249,92992,1459,17253,36081029400,9
36061002601,"Census Tract 26.01, New York County, New York",4171,32727,772,21998,36061002601,1
36047049600,"Census Tract 496, Kings County, New York",3842,68474,594,18965,36047049600,9
36081067700,"Census Tract 677, Queens County, New York",1934,105583,272,39280,36081067700,1
36081066501,"Census Tract 665.01, Queens County, New York",4322,77453,749,26882,36081066501,1
36081027302,"Census Tract 273.02, Queens County, New York",4558,46860,965,19081,36081027302,2
36005024000,"Census Tract 240, Bronx County, New York",4561,71513,757,29813,36005024000,4
36005026300,"Census Tract 263, Bronx County, New York",6504,32379,1205,16350,36005026300,7
36047012700,"Census Tract 127, Kings County, New York",3865,57829,703,25394,36047012700,2
36081129103,"Census Tract 1291.03, Queens County, New York",4477,69964,860,17499,36081129103,2
36047117601,"Census Tract 1176.01, Kings County, New York",3333,54167,711,20257,36047117601,4
36081122703,"Census Tract 1227.03, Queens County, New York",7738,71742,1449,22069,36081122703,3
36047013400,"Census Tract 134, Kings County, New York",4465,97351,646,22140,36047013400,2
36047056900,"Census Tract 569, Kings County, New York",1734,148333,219,34583,36047056900,4
36047042600,"Census Tract 426, Kings County, New York",4699,67375,888,30196,36047042600,5
36005023702,"Census Tract 237.02, Bronx County, New York",1333,48646,517,17954,36005023702,4
36061023900,"Census Tract 239, New York County, New York",3433,43526,582,9331,36061023900,1
36085013400,"Census Tract 134, Richmond County, New York",4225,79412,704,28002,36085013400,7
36047012801,"Census Tract 128.01, Kings County, New York",2192,55607,351,20553,36047012801,1
36061019500,"Census Tract 195, New York County, New York",7487,105234,893,7345,36061019500,1
36047052700,"Census Tract 527, Kings County, New York",6909,61966,1013,20273,36047052700,8
36081039902,"Census Tract 399.02, Queens County, New York",1649,51118,548,8923,36081039902,1
36081011300,"Census Tract 113, Queens County, New York",4553,107609,589,10477,36081011300,5
36047009202,"Census Tract 92.02, Kings County, New York",3533,48571,700,14424,36047009202,1
36085014605,"Census Tract 146.05, Richmond County, New York",4043,120351,614,25266,36085014605,2
36081009600,"Census Tract 96, Queens County, New York",3470,97500,708,23424,36081009600,1
36005036300,"Census Tract 363, Bronx County, New York",7165,27374,1184,11461,36005036300,7
36085011203,"Census Tract 112.03, Richmond County, New York",6622,75071,1263,11581,36085011203,6
36047096200,"Census Tract 962, Kings County, New York",1660,67344,582,29572,36047096200,2
36081047300,"Census Tract 473, Queens County, New York",4345,62799,612,4780,36081047300,3
