GEOID,NAME,pov_level_estimate,med_inc_estimate,pov_level_moe,med_inc_moe,census_tract,counts
36047051002,"Census Tract 510.02, Kings County, New York",4038,55974,442,6744,36047051002,3
36081025402,"Census Tract 254.02, Queens County, New York",6572,39038,1082,3619,36081025402,4
36005023800,"Census Tract 238, Bronx County, New York",2457,64760,356,10603,36005023800,4
36047091600,"Census Tract 916, Kings County, New York",3664,18043,534,7176,36047091600,5
36061007700,"Census Tract 77, New York County, New York",5849,143750,623,24626,36061007700,2
36061017700,"Census Tract 177, New York County, New York",10581,97412,2718,46718,36061017700,1
36047084800,"Census Tract 848, Kings County, New York",1641,88438,363,30061,36047084800,3
36081000600,"Census Tract 6, Queens County, New York",4361,80366,898,19499,36081000600,3
36047023000,"Census Tract 230, Kings County, New York",4555,46691,1305,31858,36047023000,3
36047097400,"Census Tract 974, Kings County, New York",2464,76767,417,17732,36047097400,5
36081015500,"Census Tract 155, Queens County, New York",2219,93942,573,23530,36081015500,7
36085014100,"Census Tract 141, Richmond County, New York",2397,59825,391,18759,36085014100,1
36061019800,"Census Tract 198, New York County, New York",2387,88646,680,35928,36061019800,2
36061001200,"Census Tract 12, New York County, New York",4316,83669,501,33044,36061001200,1
36047050803,"Census Tract 508.03, Kings County, New York",2749,67000,494,11576,36047050803,6
36085029105,"Census Tract 291.05, Richmond County, New York",4593,97279,735,19464,36085029105,3
36047059100,"Census Tract 591, Kings County, New York",3940,123872,497,19998,36047059100,6
36081026600,"Census Tract 266, Queens County, New York",1791,23542,475,17314,36081026600,4
36047008800,"Census Tract 88, Kings County, New York",2507,70241,468,29652,36047008800,3
36047058200,"Census Tract 582, Kings County, New York",2697,66000,777,18134,36047058200,5
36081036300,"Census Tract 363, Queens County, New York",1992,67708,377,17765,36081036300,2
36047077400,"Census Tract 774, Kings County, New York",3441,82562,613,10232,36047077400,4
36047035500,"Census Tract 355, Kings County, New York",5772,52695,562,17484,36047035500,2
36005011701,"Census Tract 117.01, Bronx County, New York",1608,37781,286,16351,36005011701,3
36047012902,"Census Tract 129.02, Kings County, New York",2979,133250,410,15835,36047012902,8
36081071306,"Census Tract 713.06, Queens County, New York",7482,86686,1291,18591,36081071306,1
36061018800,"Census Tract 188, New York County, New York",4939,42272,1066,13234,36061018800,5
36005018102,"Census Tract 181.02, Bronx County, New York",5458,30063,875,15076,36005018102,3
36061019900,"Census Tract 199, New York County, New York",6504,91056,1049,31581,36061019900,1
36061006700,"Census Tract 67, New York County, New York",5076,113685,898,21795,36061006700,3
36047034902,"Census Tract 349.02, Kings County, New York",3904,43125,879,16073,36047034902,3
36047055100,"Census Tract 551, Kings County, New York",5412,109662,778,23709,36047055100,6
36047043100,"Census Tract 431, Kings County, New York",4695,77633,675,16081,36047043100,4
36005035800,"Census Tract 358, Bronx County, New York",8686,80727,1323,11913,36005035800,3
36085009602,"Census Tract 96.02, Richmond County, New York",3343,76484,458,11116,36085009602,4
36005043400,"Census Tract 434, Bronx County, New York",3880,101875,589,53435,36005043400,7
36081070300,"Census Tract 703, Queens County, New York",2045,85805,315,9271,36081070300,1
36047112600,"Census Tract 1126, Kings County, New York",3952,49311,772,27543,36047112600,8
36061001600,"Census Tract 16, New York County, New York",8132,41583,1138,31261,36061001600,1
36005025500,"Census Tract 255, Bronx County, New York",7700,42218,1019,19131,36005025500,3
36081055800,"Census Tract 558, Queens County, New York",1999,88021,383,48128,36081055800,1
36005040501,"Census Tract 405.01, Bronx County, New York",3929,45930,618,13597,36005040501,5
36047028200,"Census Tract 282, Kings County, New York",3623,55644,661,19959,36047028200,2
36061000800,"Census Tract 8, New York County, New York",9184,28269,1144,9995,36061000800,1
36047030000,"Census Tract 300, Kings County, New York",4415,64881,735,28530,36047030000,3
36061028500,"Census Tract 285, New York County, New York",8746,51959,1333,6463,36061028500,2
36005046205,"Census Tract 462.05, Bronx County, New York",3053,49219,643,20695,36005046205,3
36047029000,"Census Tract 290, Kings County, New York",3852,44070,642,9882,36047029000,3
36047040200,"Census Tract 402, Kings County, New York",2936,64118,365,28800,36047040200,4
36005040303,"Census Tract 403.03, Bronx County, New York",4206,34773,493,7004,36005040303,2
36081047100,"Census Tract 471, Queens County, New York",4486,47067,724,10021,36081047100,1
36081054500,"Census Tract 545, Queens County, New York",4061,55694,651,15301,36081054500,3
36047015900,"Census Tract 159, Kings County, New York",5093,187883,766,36979,36047015900,5
36081014500,"Census Tract 145, Queens County, New York",2585,79609,443,22474,36081014500,2
36047110400,"Census Tract 1104, Kings County, New York",4754,41949,981,17824,36047110400,11
36047067000,"Census Tract 670, Kings County, New York",2928,82629,379,11287,36047067000,3
36081059502,"Census Tract 595.02, Queens County, New York",3125,71801,740,23248,36081059502,3
36005038900,"Census Tract 389, Bronx County, New York",5243,37260,801,11980,36005038900,13
36005002300,"Census Tract 23, Bronx County, New York",4464,22177,642,7257,36005002300,1
36047024900,"Census Tract 249, Kings County, New York",4135,78025,708,11079,36047024900,2
36047086600,"Census Tract 866, Kings County, New York",3275,67995,658,20002,36047086600,2
36081063900,"Census Tract 639, Queens County, New York",3195,75729,789,25243,36081063900,2
36081069702,"Census Tract 697.02, Queens County, New York",4178,79433,637,10986,36081069702,2
36047087401,"Census Tract 874.01, Kings County, New York",3664,39814,642,28192,36047087401,2
36061017900,"Census Tract 179, New York County, New York",9116,125259,1940,36289,36061017900,3
36081097205,"Census Tract 972.05, Queens County, New York",3645,27790,482,5575,36081097205,1
36081044301,"Census Tract 443.01, Queens County, New York",3654,30425,941,18486,36081044301,2
36085020702,"Census Tract 207.02, Richmond County, New York",2311,28523,564,25827,36085020702,9
36081011700,"Census Tract 117, Queens County, New York",3850,102926,662,6703,36081011700,5
36047099000,"Census Tract 990, Kings County, New York",1732,77721,328,20787,36047099000,3
36047096600,"Census Tract 966, Kings County, New York",2513,66968,443,10751,36047096600,1
36047007500,"Census Tract 75, Kings County, New York",4811,139911,810,48558,36047007500,5
36047037401,"Census Tract 374.01, Kings County, New York",4735,52625,719,11128,36047037401,1
36005021100,"Census Tract 211, Bronx County, New York",5984,35855,1128,6063,36005021100,1
36047035701,"Census Tract 357.01, Kings County, New York",2414,38793,373,15171,36047035701,1
36085029104,"Census Tract 291.04, Richmond County, New York",6819,104904,1079,39144,36085029104,5
36085017013,"Census Tract 170.13, Richmond County, New York",4157,81611,817,18207,36085017013,1
36047120000,"Census Tract 1200, Kings County, New York",2626,34522,537,21052,36047120000,4
36081027102,"Census Tract 271.02, Queens County, New York",3323,69775,704,15943,36081027102,2
36005019500,"Census Tract 195, Bronx County, New York",7680,44323,1169,17121,36005019500,7
36061028300,"Census Tract 283, New York County, New York",8286,64394,1535,9896,36061028300,1
36081005900,"Census Tract 59, Queens County, New York",3956,80729,810,18984,36081005900,7
36047050500,"Census Tract 505, Kings County, New York",4136,63468,853,17220,36047050500,2
36081103300,"Census Tract 1033, Queens County, New York",4784,90457,655,12607,36081103300,1
36081021602,"Census Tract 216.02, Queens County, New York",1782,65564,477,11611,36081021602,1
36005018900,"Census Tract 189, Bronx County, New York",8082,36087,1144,13671,36005018900,7
36047009201,"Census Tract 92.01, Kings County, New York",2167,70750,455,31677,36047009201,2
36047028000,"Census Tract 280, Kings County, New York",1946,86509,334,10755,36047028000,1
36081023000,"Census Tract 230, Queens County, New York",1975,100000,349,16680,36081023000,1
36047098800,"Census Tract 988, Kings County, New York",3022,83628,516,15078,36047098800,1
36005005600,"Census Tract 56, Bronx County, New York",2168,40341,352,18035,36005005600,3
36005024501,"Census Tract 245.01, Bronx County, New York",4475,35303,586,13827,36005024501,2
36061022600,"Census Tract 226, New York County, New York",5345,52838,869,10593,36061022600,1
36047021000,"Census Tract 210, Kings County, New York",4089,58631,641,23119,36047021000,3
36081060800,"Census Tract 608, Queens County, New York",1536,101042,282,36208,36081060800,1
36081107201,"Census Tract 1072.01, Queens County, New York",2427,91029,429,39726,36081107201,3
36047095000,"Census Tract 950, Kings County, New York",2737,83846,349,19349,36047095000,2
36005015200,"Census Tract 152, Bronx County, New York",2479,78425,345,14098,36005015200,3
36047065800,"Census Tract 658, Kings County, New York",1853,84427,357,23696,36047065800,1
36081047500,"Census Tract 475, Queens County, New York",5178,74769,660,9200,36081047500,4
36081007100,"Census Tract 71, Queens County, New York",3114,103839,435,23853,36081007100,6
36081008100,"Census Tract 81, Queens County, New York",1080,81615,227,27798,36081008100,1
36047019100,"Census Tract 191, Kings County, New York",2943,134583,549,34463,36047019100,7
36005026601,"Census Tract 266.01, Bronx County, New York",3305,52619,459,15266,36005026601,6
36047027700,"Census Tract 277, Kings County, New York",4468,62813,729,21114,36047027700,4
36005006800,"Census Tract 68, Bronx County, New York",2765,38125,569,17802,36005006800,2
36047043400,"Census Tract 434, Kings County, New York",4014,54375,619,19462,36047043400,1
36047028900,"Census Tract 289, Kings County, New York",3777,38750,807,18465,36047028900,5
36047067400,"Census Tract 674, Kings County, New York",1968,135139,430,33970,36047067400,1
36005014500,"Census Tract 145, Bronx County, New York",6770,32074,1439,8362,36005014500,3
36047050202,"Census Tract 502.02, Kings County, New York",2460,97195,356,35015,36047050202,2
36061004900,"Census Tract 49, New York County, New York",4410,119821,756,27470,36061004900,2
36005028600,"Census Tract 286, Bronx County, New York",960,84286,200,17507,36005028600,2
36047079201,"Census Tract 792.01, Kings County, New York",1200,75417,454,25330,36047079201,4
36081053200,"Census Tract 532, Queens County, New York",2228,72500,377,26635,36081053200,1
36047118400,"Census Tract 1184, Kings County, New York",4899,66408,846,9630,36047118400,5
36081145900,"Census Tract 1459, Queens County, New York",2826,92167,557,17346,36081145900,2
36047006300,"Census Tract 63, Kings County, New York",2284,156397,294,31580,36047006300,1
36047032800,"Census Tract 328, Kings County, New York",2848,29289,374,16842,36047032800,4
36061014402,"Census Tract 144.02, New York County, New York",7028,135301,907,23921,36061014402,2
36085018901,"Census Tract 189.01, Richmond County, New York",5169,133946,617,22512,36085018901,8
36081145102,"Census Tract 1451.02, Queens County, New York",2748,70582,462,21695,36081145102,1
36047027200,"Census Tract 272, Kings County, New York",3803,71174,512,30307,36047027200,2
36081055700,"Census Tract 557, Queens County, New York",4289,81701,670,7450,36081055700,8
36081009400,"Census Tract 94, Queens County, New York",3195,68813,659,33645,36081009400,2
36005040702,"Census Tract 407.02, Bronx County, New York",7114,33750,854,5163,36005040702,8
36047017200,"Census Tract 172, Kings County, New York",3251,116983,596,51828,36047017200,5
36047024000,"Census Tract 240, Kings County, New York",5920,42885,1096,11654,36047024000,1
36005033802,"Census Tract 338.02, Bronx County, New York",1705,39487,542,19047,36005033802,2
36047041900,"Census Tract 419, Kings County, New York",3866,58636,841,16397,36047041900,1
36005042800,"Census Tract 428, Bronx County, New York",2099,89762,510,20928,36005042800,1
36061001502,"Census Tract 15.02, New York County, New York",7640,197993,962,42017,36061001502,6
36047065200,"Census Tract 652, Kings County, New York",1173,98103,178,32869,36047065200,2
36081048900,"Census Tract 489, Queens County, New York",1609,62000,427,23207,36081048900,1
36081140902,"Census Tract 1409.02, Queens County, New York",2647,83081,413,24934,36081140902,1
36081010500,"Census Tract 105, Queens County, New York",5073,57483,808,33326,36081010500,1
36081054000,"Census Tract 540, Queens County, New York",4209,72212,755,34306,36081054000,2
36047061004,"Census Tract 610.04, Kings County, New York",6218,33685,703,5259,36047061004,3
36047042900,"Census Tract 429, Kings County, New York",5558,64063,966,20696,36047042900,8
36081076901,"Census Tract 769.01, Queens County, New York",4672,97097,733,25635,36081076901,3
36005012101,"Census Tract 121.01, Bronx County, New York",3232,48152,452,7333,36005012101,3
36081010600,"Census Tract 106, Queens County, New York",3774,101709,694,25093,36081010600,2
36081029300,"Census Tract 293, Queens County, New York",1234,66458,279,4029,36081029300,2
36081030600,"Census Tract 306, Queens County, New York",4762,86858,747,32373,36081030600,4
36005009600,"Census Tract 96, Bronx County, New York",2515,49638,337,10878,36005009600,2
36047059800,"Census Tract 598, Kings County, New York",3712,76312,946,7306,36047059800,1
36081085300,"Census Tract 853, Queens County, New York",5742,32404,797,7959,36081085300,2
36081001200,"Census Tract 12, Queens County, New York",3816,69545,738,10492,36081001200,5
36081002200,"Census Tract 22, Queens County, New York",2587,66215,381,11852,36081002200,1
36047006600,"Census Tract 66, Kings County, New York",3896,75609,498,19654,36047006600,8
36005018101,"Census Tract 181.01, Bronx County, New York",3498,48464,838,22142,36005018101,3
36047008200,"Census Tract 82, Kings County, New York",3696,42679,605,21697,36047008200,2
36081015400,"Census Tract 154, Queens County, New York",1945,92813,396,19749,36081015400,2
36047079601,"Census Tract 796.01, Kings County, New York",3681,81056,513,17724,36047079601,5
36081027701,"Census Tract 277.01, Queens County, New York",3704,57616,877,30338,36081027701,4
36081057700,"Census Tract 577, Queens County, New York",3641,74500,644,14283,36081057700,8
36047051602,"Census Tract 516.02, Kings County, New York",3652,67276,609,17745,36047051602,2
36081018101,"Census Tract 181.01, Queens County, New York",4013,74884,525,4127,36081018101,5
36081036800,"Census Tract 368, Queens County, New York",2692,86293,681,27533,36081036800,3
36081102900,"Census Tract 1029, Queens County, New York",3748,91000,633,22943,36081102900,3
36047026300,"Census Tract 263, Kings County, New York",2079,67143,349,15415,36047026300,4
36081040702,"Census Tract 407.02, Queens County, New York",4723,91806,987,7723,36081040702,2
36047024300,"Census Tract 243, Kings County, New York",4440,82524,687,36351,36047024300,2
36047020100,"Census Tract 201, Kings County, New York",4259,129720,600,24193,36047020100,6
36047075000,"Census Tract 750, Kings County, New York",3100,87134,444,12056,36047075000,2
36081056700,"Census Tract 567, Queens County, New York",5421,103045,993,24296,36081056700,3
36061018900,"Census Tract 189, New York County, New York",10752,29421,1351,10999,36061018900,3
36047001501,"Census Tract 15.01, Kings County, New York",5117,86172,530,36737,36047001501,1
36047056800,"Census Tract 568, Kings County, New York",1440,82955,316,12876,36047056800,4
36081021400,"Census Tract 214, Queens County, New York",6025,55649,1199,20501,36081021400,6
36005022800,"Census Tract 228, Bronx County, New York",6207,66352,854,8902,36005022800,4
36047043000,"Census Tract 430, Kings County, New York",3738,46038,664,7920,36047043000,3
36061004700,"Census Tract 47, New York County, New York",2698,137882,427,44760,36061004700,3
36047076800,"Census Tract 768, Kings County, New York",3974,58663,729,28348,36047076800,2
36047112200,"Census Tract 1122, Kings County, New York",2920,22734,580,16757,36047112200,5
36047040500,"Census Tract 405, Kings County, New York",1584,67188,314,17123,36047040500,1
36047042700,"Census Tract 427, Kings County, New York",4690,82917,632,15468,36047042700,12
36081011500,"Census Tract 115, Queens County, New York",2498,106058,438,28352,36081011500,8
36047018700,"Census Tract 187, Kings County, New York",1459,92469,240,57718,36047018700,2
36005042600,"Census Tract 426, Bronx County, New York",7011,82402,1475,27802,36005042600,2
36081011200,"Census Tract 112, Queens County, New York",2603,67762,447,17976,36081011200,1
36047029100,"Census Tract 291, Kings County, New York",3519,87917,514,27400,36047029100,3
36081004700,"Census Tract 47, Queens County, New York",3917,46600,676,12240,36081004700,3
36047052900,"Census Tract 529, Kings County, New York",2915,27456,702,17326,36047052900,1
36047051100,"Census Tract 511, Kings County, New York",4462,79675,602,13211,36047051100,1
36081014201,"Census Tract 142.01, Queens County, New York",4534,67351,988,27937,36081014201,3
36005009000,"Census Tract 90, Bronx County, New York",3632,30953,580,5699,36005009000,6
36081030904,"Census Tract 309.04, Queens County, New York",2691,58500,593,16388,36081030904,1
36047026200,"Census Tract 262, Kings County, New York",2819,80139,529,34232,36047026200,1
36081063500,"Census Tract 635, Queens County, New York",2613,74029,550,8916,36081063500,1
36047000502,"Census Tract 5.02, Kings County, New York",2746,155600,269,10843,36047000502,3
36047042400,"Census Tract 424, Kings County, New York",3753,62321,642,6207,36047042400,3
36005001902,"Census Tract 19.02, Bronx County, New York",1270,60804,392,12156,36005001902,2
36005007100,"Census Tract 71, Bronx County, New York",2769,43079,383,5858,36005007100,1
36085018703,"Census Tract 187.03, Richmond County, New York",4642,80778,854,25439,36085018703,1
36047026000,"Census Tract 260, Kings County, New York",3354,47948,602,10753,36047026000,6
36005018400,"Census Tract 184, Bronx County, New York",4057,105052,747,28562,36005018400,5
36081101700,"Census Tract 1017, Queens County, New York",6724,80000,898,25887,36081101700,3
36081013600,"Census Tract 136, Queens County, New York",2044,75750,299,9390,36081013600,2
36005034200,"Census Tract 342, Bronx County, New York",1664,64113,384,14852,36005034200,1
36047016000,"Census Tract 160, Kings County, New York",4636,84135,750,16758,36047016000,12
36005038301,"Census Tract 383.01, Bronx County, New York",5349,48964,560,5892,36005038301,4
36081007700,"Census Tract 77, Queens County, New York",2012,98438,266,18879,36081007700,3
36047083000,"Census Tract 830, Kings County, New York",6490,57348,933,12119,36047083000,1
36081115500,"Census Tract 1155, Queens County, New York",2384,79519,402,27975,36081115500,1
36047062600,"Census Tract 626, Kings County, New York",3105,73472,452,16094,36047062600,1
36081099705,"Census Tract 997.05, Queens County, New York",2698,130833,640,17801,36081099705,1
36085011402,"Census Tract 114.02, Richmond County, New York",3532,88781,531,18833,36085011402,2
36081115900,"Census Tract 1159, Queens County, New York",4197,67981,565,31007,36081115900,1
36061009800,"Census Tract 98, New York County, New York",7426,99657,1174,30566,36061009800,1
36081077904,"Census Tract 779.04, Queens County, New York",6201,103542,1212,15057,36081077904,7
36081025100,"Census Tract 251, Queens County, New York",6066,88899,1148,14473,36081025100,4
36047024700,"Census Tract 247, Kings County, New York",2594,70408,392,24441,36047024700,9
36047030700,"Census Tract 307, Kings County, New York",7250,39375,979,15863,36047030700,2
36061027100,"Census Tract 271, New York County, New York",9075,72061,1205,15967,36061027100,1
36047041200,"Census Tract 412, Kings County, New York",3454,106000,694,28785,36047041200,5
36081015200,"Census Tract 152, Queens County, New York",2835,71986,530,7229,36081015200,2
36005035600,"Census Tract 356, Bronx County, New York",2184,78803,411,20455,36005035600,1
36085000300,"Census Tract 3, Richmond County, New York",2166,66938,232,11042,36085000300,4
36081027200,"Census Tract 272, Queens County, New York",2210,77143,518,17382,36081027200,4
36085003600,"Census Tract 36, Richmond County, New York",3188,105714,499,26390,36085003600,1
36005041300,"Census Tract 413, Bronx County, New York",9080,60646,1103,9074,36005041300,7
36047014902,"Census Tract 149.02, Kings County, New York",4697,134817,829,47844,36047014902,4
36047051900,"Census Tract 519, Kings County, New York",5257,188567,733,3332,36047051900,7
36047043700,"Census Tract 437, Kings County, New York",5986,60667,1209,28135,36047043700,5
36005019300,"Census Tract 193, Bronx County, New York",7126,35291,926,5925,36005019300,5
36047116800,"Census Tract 1168, Kings County, New York",2538,61121,491,14462,36047116800,2
36005015700,"Census Tract 157, Bronx County, New York",5146,37600,760,6171,36005015700,1
36081005500,"Census Tract 55, Queens County, New York",1215,90938,273,62445,36081005500,1
36047068800,"Census Tract 688, Kings County, New York",1866,80481,254,16251,36047068800,3
36081023600,"Census Tract 236, Queens County, New York",3372,66339,582,11219,36081023600,4
36085007500,"Census Tract 75, Richmond County, New York",3872,99324,716,14027,36085007500,2
36047103401,"Census Tract 1034.01, Kings County, New York",4379,17871,707,8413,36047103401,1
36047047800,"Census Tract 478, Kings County, New York",4379,63000,728,26860,36047047800,4
36005008700,"Census Tract 87, Bronx County, New York",6202,30357,822,11747,36005008700,6
36081037900,"Census Tract 379, Queens County, New York",6961,70131,1148,7192,36081037900,5
36047018800,"Census Tract 188, Kings County, New York",2882,62056,464,30173,36047018800,4
36081051000,"Census Tract 510, Queens County, New York",1945,76250,434,28650,36081051000,1
36081038100,"Census Tract 381, Queens County, New York",6980,71721,1291,11560,36081038100,3
36081047802,"Census Tract 478.02, Queens County, New York",1186,87066,356,30145,36081047802,3
36081005700,"Census Tract 57, Queens County, New York",4460,81250,579,20917,36081005700,4
36081122704,"Census Tract 1227.04, Queens County, New York",4590,60625,1506,26114,36081122704,1
36047010401,"Census Tract 104.01, Kings County, New York",2337,57243,630,9272,36047010401,1
36081058100,"Census Tract 581, Queens County, New York",3264,64896,864,30228,36081058100,3
36047017800,"Census Tract 178, Kings County, New York",2702,77522,471,15638,36047017800,2
36081019800,"Census Tract 198, Queens County, New York",2972,84034,488,25699,36081019800,4
36081134701,"Census Tract 1347.01, Queens County, New York",5313,74518,664,32903,36081134701,1
36081051500,"Census Tract 515, Queens County, New York",3565,94289,618,14270,36081051500,1
36061013400,"Census Tract 134, New York County, New York",11272,127788,1540,42995,36061013400,2
36047052300,"Census Tract 523, Kings County, New York",5376,91750,726,26698,36047052300,11
36061007300,"Census Tract 73, New York County, New York",5428,142409,715,42874,36061007300,2
36081035100,"Census Tract 351, Queens County, New York",3653,66151,777,21286,36081035100,1
36047015100,"Census Tract 151, Kings County, New York",4112,190000,485,41780,36047015100,5
36081055300,"Census Tract 553, Queens County, New York",3114,77679,569,14606,36081055300,2
36081155104,"Census Tract 1551.04, Queens County, New York",3103,129167,945,28897,36081155104,3
36081012400,"Census Tract 124, Queens County, New York",3381,73958,620,30160,36081012400,2
36081068000,"Census Tract 680, Queens County, New York",5726,114327,839,17809,36081068000,2
36005003100,"Census Tract 31, Bronx County, New York",2165,34276,430,16573,36005003100,3
36047036001,"Census Tract 360.01, Kings County, New York",3055,27700,383,7103,36047036001,1
36047055200,"Census Tract 552, Kings County, New York",3625,81250,463,29919,36047055200,9
36081028400,"Census Tract 284, Queens County, New York",4311,92500,670,22552,36081028400,3
36047032600,"Census Tract 326, Kings County, New York",7510,33467,1221,14122,36047032600,10
36047089800,"Census Tract 898, Kings County, New York",2227,56054,573,13614,36047089800,1
36081049302,"Census Tract 493.02, Queens County, New York",2815,65735,546,36468,36081049302,6
36061011100,"Census Tract 111, New York County, New York",4540,109868,711,30566,36061011100,3
36047045300,"Census Tract 453, Kings County, New York",2283,57143,404,16847,36047045300,5
36047079002,"Census Tract 790.02, Kings County, New York",3036,58851,573,8252,36047079002,1
36081006502,"Census Tract 65.02, Queens County, New York",3923,82117,632,9351,36081006502,4
36005036502,"Census Tract 365.02, Bronx County, New York",2469,28566,516,4517,36005036502,2
36061009300,"Census Tract 93, New York County, New York",10151,87706,1208,22548,36061009300,2
36061004100,"Census Tract 41, New York County, New York",7485,97287,1538,24020,36061004100,1
36047082000,"Census Tract 820, Kings County, New York",5429,48475,1081,12165,36047082000,8
36081015900,"Census Tract 159, Queens County, New York",3250,80000,563,9570,36081015900,5
36005012701,"Census Tract 127.01, Bronx County, New York",2178,34960,595,16044,36005012701,2
36047044700,"Census Tract 447, Kings County, New York",2487,73438,418,29393,36047044700,4
36085000800,"Census Tract 8, Richmond County, New York",5751,83697,706,12580,36085000800,6
36047002000,"Census Tract 20, Kings County, New York",1845,65313,614,36485,36047002000,1
36081133900,"Census Tract 1339, Queens County, New York",1310,125063,202,30961,36081133900,1
36081058700,"Census Tract 587, Queens County, New York",3532,91301,433,9244,36081058700,2
36061025300,"Census Tract 253, New York County, New York",11236,62684,1935,5265,36061025300,2
36085024402,"Census Tract 244.02, Richmond County, New York",5028,117019,891,31829,36085024402,1
36081097202,"Census Tract 972.02, Queens County, New York",3679,33051,716,6474,36081097202,1
36005029500,"Census Tract 295, Bronx County, New York",4484,94543,621,12673,36005029500,4
36047062000,"Census Tract 620, Kings County, New York",2021,94348,341,25435,36047062000,1
36047058800,"Census Tract 588, Kings County, New York",3528,78375,457,32371,36047058800,2
36081085900,"Census Tract 859, Queens County, New York",5455,53821,1004,4920,36081085900,5
36047027400,"Census Tract 274, Kings County, New York",3356,52551,505,16137,36047027400,1
36081001903,"Census Tract 19.03, Queens County, New York",1525,153235,339,48377,36081001903,1
36061020000,"Census Tract 200, New York County, New York",3233,61250,542,23829,36061020000,3
36047111600,"Census Tract 1116, Kings County, New York",3268,72472,786,19539,36047111600,2
36047043200,"Census Tract 432, Kings County, New York",4504,78173,712,20260,36047043200,4
36005016000,"Census Tract 160, Bronx County, New York",3891,86517,686,13672,36005016000,1
36047020000,"Census Tract 200, Kings County, New York",2380,76667,443,22609,36047020000,1
36081049600,"Census Tract 496, Queens County, New York",3451,93209,521,19640,36081049600,2
36047050300,"Census Tract 503, Kings County, New York",2910,127993,568,35321,36047050300,4
36047062800,"Census Tract 628, Kings County, New York",5009,99710,708,10159,36047062800,4
36081025900,"Census Tract 259, Queens County, New York",3542,66301,561,20854,36081025900,5
36047080400,"Census Tract 804, Kings County, New York",3238,52500,565,16312,36047080400,5
36005022702,"Census Tract 227.02, Bronx County, New York",1451,24201,197,4170,36005022702,4
36081035800,"Census Tract 358, Queens County, New York",4881,104125,781,20852,36081035800,4
36047093800,"Census Tract 938, Kings County, New York",2736,83153,476,16435,36047093800,1
36081045900,"Census Tract 459, Queens County, New York",4319,74871,724,20822,36081045900,1
36081092500,"Census Tract 925, Queens County, New York",3610,50234,898,11460,36081092500,6
36005004200,"Census Tract 42, Bronx County, New York",7747,57250,972,32071,36005004200,2
36081006202,"Census Tract 62.02, Queens County, New York",6739,66764,1214,27581,36081006202,2
36081055600,"Census Tract 556, Queens County, New York",2580,111860,400,15143,36081055600,1
36081028500,"Census Tract 285, Queens County, New York",5036,83212,803,26020,36081028500,1
36047046202,"Census Tract 462.02, Kings County, New York",1927,82450,473,26977,36047046202,1
36005023703,"Census Tract 237.03, Bronx County, New York",5366,19179,881,10681,36005023703,9
36081015100,"Census Tract 151, Queens County, New York",2830,73413,402,19286,36081015100,2
36047038600,"Census Tract 386, Kings County, New York",3336,84125,778,2435,36047038600,12
36081045500,"Census Tract 455, Queens County, New York",13672,62368,1943,15541,36081045500,1
36047050001,"Census Tract 500.01, Kings County, New York",2246,107333,435,25116,36047050001,3
36005002800,"Census Tract 28, Bronx County, New York",5338,54321,824,10891,36005002800,4
36047122000,"Census Tract 1220, Kings County, New York",6741,48036,992,14007,36047122000,8
36081048400,"Census Tract 484, Queens County, New York",4806,75106,857,18201,36081048400,4
36081012500,"Census Tract 125, Queens County, New York",1557,92361,224,26220,36081012500,1
36081012602,"Census Tract 126.02, Queens County, New York",2781,68242,573,5493,36081012602,3
36061020901,"Census Tract 209.01, New York County, New York",3674,22000,680,9056,36061020901,2
36061012901,"Census Tract 129.01, New York County, New York",6984,112589,1018,29493,36061012901,1
36047007800,"Census Tract 78, Kings County, New York",4968,56435,902,26934,36047007800,5
36047102801,"Census Tract 1028.01, Kings County, New York",1599,86300,288,14296,36047102801,2
36081103201,"Census Tract 1032.01, Queens County, New York",7226,42857,1053,14176,36081103201,5
36085018902,"Census Tract 189.02, Richmond County, New York",6277,102219,1208,18779,36085018902,1
36081002800,"Census Tract 28, Queens County, New York",3431,76628,516,13333,36081002800,2
36047080200,"Census Tract 802, Kings County, New York",4986,89289,735,14640,36047080200,3
36085018100,"Census Tract 181, Richmond County, New York",2952,91592,437,15989,36085018100,3
36081020800,"Census Tract 208, Queens County, New York",3262,72574,804,28661,36081020800,4
36005044902,"Census Tract 449.02, Bronx County, New York",2146,98542,336,33192,36005044902,4
36047057100,"Census Tract 571, Kings County, New York",4036,104761,590,35564,36047057100,6
36047006500,"Census Tract 65, Kings County, New York",6307,173087,1240,9844,36047006500,8
36047019600,"Census Tract 196, Kings County, New York",4556,78629,742,18346,36047019600,5
36047016300,"Census Tract 163, Kings County, New York",3906,123819,595,16950,36047016300,3
36081026700,"Census Tract 267, Queens County, New York",5484,47364,834,7300,36081026700,7
36005007200,"Census Tract 72, Bronx County, New York",6409,54097,958,13340,36005007200,6
36047024400,"Census Tract 244, Kings County, New York",3570,62885,628,25140,36047024400,1
36005046203,"Census Tract 462.03, Bronx County, New York",6633,43106,1564,21620,36005046203,1
36005021200,"Census Tract 212, Bronx County, New York",5075,61146,699,10766,36005021200,3
36047031300,"Census Tract 313, Kings County, New York",5004,90828,970,21492,36047031300,1
36005023502,"Census Tract 235.02, Bronx County, New York",4628,44757,847,14449,36005023502,4
36081045800,"Census Tract 458, Queens County, New York",2420,67639,377,15486,36081045800,2
